,Player,Tm,Age,G,GS,Att_Rush,Yds (Rush),Y/A,TD (Rush),Tgt,Rec,Yds_Rec,Yds_per_rec,TD (Rec),Fmb,FL,TD,2PM,2PP,PPR,Total_Snaps,Avg Snaps,TM SNAP %,PPR_PassAtt,PPR_Rush,PPR_RushAtt,Tot_PPR_Rec,PPR_Tgt,Tgt_gm,PPR_Rec,PPR_Snap,Year,Tgt_Binned,Att_Rush_Binned
2145,TREY RAGAS,LVR,25.0,1.0,0.0,1.0,9.0,9.0,0.0,2.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,9,9,3.0,,0.9,0.9,2.6,1.3,2.0,1.3,0.3888888888888889,2021,"(0, 10]","(0, 26]"
2146,JAYLEN SAMUELS,HOU,25.0,3.0,0.0,5.0,9.0,1.8,0.0,4.0,3.0,14.0,4.67,0.0,0.0,0.0,0.0,0.0,0.0,5.3,18,6,5.5,,0.9,0.18,4.4,1.1,1.3333333333333333,1.4666666666666668,0.2944444444444444,2021,"(0, 10]","(0, 26]"
2152,CAM AKERS,LAR,22.0,1.0,0.0,5.0,3.0,0.6,0.0,3.0,3.0,10.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,4.3,13,13,6.7,,0.3,0.06,4.0,1.3333333333333333,3.0,1.3333333333333333,0.3307692307692307,2021,"(0, 10]","(0, 26]"
2156,GARY BRIGHTWELL,NYG,22.0,13.0,0.0,1.0,4.0,4.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12,0,1.2,,0.4,0.4,1.6,1.6,0.0769230769230769,1.6,0.1666666666666666,2021,"(0, 10]","(0, 26]"
2159,DAMAREA CROCKETT,DEN,24.0,12.0,0.0,3.0,7.0,2.33,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.7,5,0,0.6,,0.7000000000000001,0.2333333333333333,0.0,,,,0.1399999999999999,2021,,"(0, 26]"
2163,JAKE FUNK,LAR,23.0,10.0,0.0,2.0,5.0,2.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,20,2,3.1,,0.5,0.25,0.0,,,,0.025,2021,,"(0, 26]"
2167,BUDDY HOWELL,LAR,25.0,10.0,0.0,5.0,11.0,2.2,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.1,6,0,0.9,,1.1,0.22,0.0,,,,0.1833333333333333,2021,,"(0, 26]"
2169,JOHN KELLY,CLE,25.0,4.0,0.0,2.0,13.0,6.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.3,3,0,0.6,,1.3,0.65,0.0,,,,0.4333333333333333,2021,,"(0, 26]"
2172,ANTHONY MCFARLAND,PIT,23.0,2.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,19,9,2.4,,0.3,0.1,2.1,2.1,0.5,2.1,0.1263157894736842,2021,"(0, 10]","(0, 26]"
2177,RYAN NALL,CHI,26.0,9.0,0.0,1.0,4.0,4.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,19,2,2.1,,0.4,0.4,1.4,1.4,0.1111111111111111,1.4,0.0947368421052631,2021,"(0, 10]","(0, 26]"
2178,JACQUES PATRICK,SFO,24.0,2.0,0.0,2.0,12.0,6.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.2,6,6,7.9,,1.2000000000000002,0.6000000000000001,0.0,,,,0.1999999999999999,2021,,"(0, 26]"
2181,MEKHI SARGENT,3TM,24.0,7.0,0.0,5.0,11.0,2.2,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.1,6,0,0.8,,1.1,0.22,0.0,0.0,0.1428571428571428,,0.1833333333333333,2021,"(0, 10]","(0, 26]"
2191,NATHAN COTTRELL,JAX,25.0,4.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1,0,0.4,,0.3,0.3,0.0,,,,0.3,2021,,"(0, 26]"
2196,NATE MCCRARY,BAL,22.0,1.0,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,2,2,0.6,,-0.1,-0.1,0.0,,,,-0.05,2021,,"(0, 26]"
2198,DEVINE OZIGBO,2TM,25.0,3.0,0.0,1.0,-3.0,-3.0,0.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,11,3,3.0,,-0.3,-0.3,1.7000000000000002,1.7000000000000002,0.3333333333333333,1.7000000000000002,0.1272727272727272,2021,"(0, 10]","(0, 26]"
2208,TRENTON CANNON,2TM,27.0,12.0,0.0,3.0,4.0,1.33,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,-1.6,11,0,1.4,,0.4,0.1333333333333333,0.0,,,,-0.1454545454545454,2021,,"(0, 26]"
2213,DERRICK HENRY,TEN,26.0,16.0,16.0,378.0,2027.0,5.36,17.0,31.0,19.0,114.0,6.0,0.0,3.0,2.0,17.0,1.0,0.0,333.1,704,44,65.61,,304.70000000000005,0.8060846560846562,30.4,0.9806451612903224,1.9375,1.6,0.4731534090909091,2020,"(30, 40]","(364, 390]"
2214,ALVIN KAMARA,NOR,25.0,15.0,10.0,187.0,932.0,4.98,16.0,107.0,83.0,756.0,9.11,5.0,1.0,0.0,21.0,0.0,0.0,377.8,649,40,40.6,,189.2,1.011764705882353,188.6,1.7626168224299068,7.133333333333334,2.272289156626506,0.5821263482280432,2020,"(100, 110]","(182, 208]"
2215,DALVIN COOK,MIN,25.0,14.0,14.0,312.0,1557.0,4.99,16.0,54.0,44.0,361.0,8.2,1.0,5.0,3.0,17.0,3.0,0.0,337.8,669,47,61.83,,251.7,0.8067307692307693,86.1,1.5944444444444443,3.857142857142857,1.9568181818181816,0.504932735426009,2020,"(50, 60]","(286, 312]"
2224,JONATHAN TAYLOR,IND,21.0,15.0,13.0,232.0,1169.0,5.04,11.0,39.0,36.0,299.0,8.31,1.0,1.0,1.0,12.0,0.0,0.0,252.8,511,34,46.88,,182.9,0.7883620689655173,71.9,1.843589743589744,2.6,1.9972222222222225,0.4947162426614481,2020,"(30, 40]","(208, 234]"
2225,AARON JONES,GNB,26.0,14.0,14.0,201.0,1104.0,5.49,9.0,63.0,47.0,355.0,7.55,2.0,2.0,0.0,11.0,0.0,0.0,258.9,539,38,51.88,,164.4,0.817910447761194,94.5,1.5,4.5,2.0106382978723403,0.4803339517625231,2020,"(60, 70]","(182, 208]"
2226,DAVID MONTGOMERY,CHI,23.0,15.0,14.0,247.0,1070.0,4.33,8.0,68.0,54.0,438.0,8.11,2.0,1.0,1.0,10.0,1.0,0.0,264.8,759,50,70.87,,155.0,0.6275303643724697,109.8,1.6147058823529414,4.533333333333333,2.0333333333333337,0.3488801054018445,2020,"(60, 70]","(234, 260]"
2230,JAMES ROBINSON,JAX,22.0,14.0,14.0,240.0,1070.0,4.46,7.0,60.0,49.0,344.0,7.02,3.0,3.0,1.0,10.0,1.0,0.0,250.4,641,45,61.81,,149.0,0.6208333333333333,101.4,1.6900000000000002,4.285714285714286,2.0693877551020408,0.3906396255850234,2020,"(50, 60]","(234, 260]"
2231,JOSH JACOBS,LVR,22.0,15.0,15.0,273.0,1065.0,3.9,12.0,45.0,33.0,238.0,7.21,0.0,2.0,2.0,12.0,0.0,0.0,231.3,616,41,56.93,,178.5,0.6538461538461539,56.8,1.262222222222222,3.0,1.7212121212121212,0.375487012987013,2020,"(40, 50]","(260, 286]"
2233,NICK CHUBB,CLE,25.0,12.0,12.0,190.0,1067.0,5.62,12.0,18.0,16.0,150.0,9.38,0.0,1.0,1.0,12.0,0.0,0.0,207.7,410,34,38.64,,178.7,0.9405263157894737,31.0,1.7222222222222223,1.5,1.9375,0.5065853658536585,2020,"(10, 20]","(182, 208]"
2244,KAREEM HUNT,CLE,25.0,16.0,5.0,198.0,841.0,4.25,6.0,51.0,38.0,304.0,8.0,5.0,2.0,0.0,11.0,0.0,0.0,218.5,548,34,51.65,,120.1,0.6065656565656566,98.4,1.9294117647058824,3.1875,2.5894736842105264,0.3987226277372263,2020,"(50, 60]","(182, 208]"
2246,EZEKIEL ELLIOTT,DAL,25.0,15.0,15.0,244.0,979.0,4.01,6.0,71.0,52.0,338.0,6.5,2.0,6.0,5.0,8.0,1.0,0.0,223.7,787,52,68.73,,133.9,0.5487704918032787,97.8,1.3774647887323943,4.733333333333333,1.880769230769231,0.2842439644218551,2020,"(70, 80]","(234, 260]"
2248,KENYAN DRAKE,ARI,26.0,15.0,13.0,239.0,955.0,4.0,10.0,31.0,25.0,137.0,5.48,0.0,3.0,1.0,10.0,0.0,0.0,192.2,615,41,54.42,,155.5,0.6506276150627615,38.7,1.2483870967741937,2.066666666666667,1.548,0.312520325203252,2020,"(30, 40]","(234, 260]"
2249,ANTONIO GIBSON,WAS,22.0,14.0,10.0,170.0,795.0,4.68,11.0,44.0,36.0,247.0,6.86,0.0,1.0,2.0,11.0,0.0,0.0,202.2,405,28,37.19,,145.5,0.8558823529411764,60.7,1.3795454545454546,3.142857142857143,1.6861111111111111,0.4992592592592592,2020,"(40, 50]","(156, 182]"
2250,MELVIN GORDON,DEN,27.0,15.0,10.0,215.0,986.0,4.59,9.0,44.0,32.0,158.0,4.94,1.0,4.0,4.0,10.0,0.0,0.0,198.4,627,41,58.27,,152.60000000000002,0.7097674418604653,53.8,1.2227272727272729,2.933333333333333,1.68125,0.3164274322169059,2020,"(40, 50]","(208, 234]"
2254,RONALD JONES,TAM,23.0,14.0,13.0,192.0,978.0,5.09,7.0,42.0,28.0,165.0,5.89,1.0,2.0,2.0,8.0,0.0,0.0,186.3,450,32,41.94,,139.8,0.728125,50.5,1.2023809523809523,3.0,1.8035714285714288,0.414,2020,"(40, 50]","(182, 208]"
2260,CHRIS CARSON,SEA,26.0,12.0,12.0,141.0,681.0,4.83,5.0,46.0,37.0,287.0,7.76,4.0,1.0,0.0,9.0,0.0,0.0,187.8,193,16,36.07,,98.1,0.6957446808510639,89.7,1.95,3.8333333333333335,2.424324324324324,0.9730569948186528,2020,"(40, 50]","(130, 156]"
2261,JK DOBBINS,BAL,22.0,15.0,1.0,134.0,805.0,6.01,9.0,24.0,18.0,120.0,6.67,0.0,2.0,0.0,9.0,2.0,0.0,168.5,456,30,44.4,,134.5,1.0037313432835822,30.0,1.25,1.6,1.6666666666666667,0.3695175438596491,2020,"(20, 30]","(130, 156]"
2266,MIKE DAVIS,CAR,27.0,15.0,12.0,165.0,642.0,3.89,6.0,70.0,59.0,373.0,6.32,2.0,1.0,1.0,8.0,0.0,0.0,206.5,579,38,56.1,,100.2,0.6072727272727273,108.3,1.5471428571428574,4.666666666666667,1.8355932203389835,0.3566493955094991,2020,"(60, 70]","(156, 182]"
2268,DAVID JOHNSON,HOU,29.0,12.0,12.0,147.0,691.0,4.7,6.0,46.0,33.0,314.0,9.52,2.0,2.0,1.0,8.0,0.0,0.0,179.5,433,36,44.23,,105.1,0.7149659863945579,76.4,1.6608695652173917,3.8333333333333335,2.3151515151515154,0.4145496535796766,2020,"(40, 50]","(130, 156]"
2270,D'ANDRE SWIFT,DET,21.0,13.0,4.0,114.0,521.0,4.57,8.0,57.0,46.0,357.0,7.76,2.0,3.0,2.0,10.0,0.0,0.0,189.8,398,30,38.01,,100.1,0.8780701754385964,93.7,1.643859649122807,4.384615384615385,2.0369565217391306,0.4768844221105528,2020,"(50, 60]","(104, 130]"
2273,MILES SANDERS,PHI,23.0,12.0,11.0,164.0,867.0,5.29,6.0,52.0,28.0,197.0,7.04,0.0,4.0,2.0,6.0,2.0,0.0,170.4,253,21,44.62,,122.7,0.7481707317073171,47.7,0.9173076923076924,4.333333333333333,1.7035714285714287,0.6735177865612648,2020,"(50, 60]","(156, 182]"
2276,CLYDE EDWARDS-HELAIRE,KAN,21.0,13.0,13.0,181.0,803.0,4.44,4.0,54.0,36.0,297.0,8.25,1.0,0.0,0.0,5.0,0.0,0.0,176.0,531,33,33.2,,104.3,0.576243093922652,71.7,1.3277777777777775,4.153846153846154,1.9916666666666667,0.3314500941619586,2020,"(50, 60]","(156, 182]"
2280,TODD GURLEY,ATL,26.0,15.0,15.0,195.0,678.0,3.48,9.0,35.0,25.0,164.0,6.56,0.0,2.0,0.0,9.0,0.0,0.0,163.2,507,33,45.19,,121.8,0.6246153846153846,41.400000000000006,1.182857142857143,2.333333333333333,1.656,0.3218934911242603,2020,"(30, 40]","(182, 208]"
2306,JAMES CONNER,PIT,25.0,13.0,11.0,169.0,721.0,4.27,6.0,43.0,35.0,215.0,6.14,0.0,2.0,0.0,6.0,0.0,0.0,164.6,561,43,51.05,,108.1,0.6396449704142012,56.5,1.313953488372093,3.3076923076923075,1.6142857142857143,0.2934046345811051,2020,"(40, 50]","(156, 182]"
2307,NYHEIM HINES,IND,24.0,16.0,2.0,89.0,380.0,4.27,3.0,76.0,63.0,482.0,7.65,4.0,0.0,0.0,7.0,1.0,0.0,193.2,392,24,35.96,,56.0,0.6292134831460674,135.2,1.7789473684210524,4.75,2.146031746031746,0.4928571428571428,2020,"(70, 80]","(78, 104]"
2308,JEFF WILSON,SFO,25.0,12.0,3.0,126.0,600.0,4.76,7.0,28.0,13.0,133.0,10.23,3.0,2.0,2.0,10.0,0.0,0.0,142.3,311,25,28.43,,102.0,0.8095238095238095,44.3,1.582142857142857,2.333333333333333,3.407692307692308,0.457556270096463,2020,"(20, 30]","(104, 130]"
2314,MYLES GASKIN,MIA,23.0,10.0,7.0,142.0,584.0,4.11,3.0,47.0,41.0,388.0,9.46,2.0,2.0,2.0,5.0,0.0,0.0,164.2,453,45,42.46,,76.4,0.5380281690140846,91.8,1.9531914893617024,4.7,2.2390243902439027,0.3624724061810154,2020,"(40, 50]","(130, 156]"
2315,GUS EDWARDS,BAL,25.0,16.0,6.0,144.0,723.0,5.02,6.0,13.0,9.0,129.0,14.33,0.0,1.0,1.0,6.0,0.0,0.0,128.2,346,21,33.69,,108.3,0.7520833333333333,21.9,1.6846153846153844,0.8125,2.433333333333333,0.3705202312138728,2020,"(10, 20]","(130, 156]"
2317,WAYNE GALLMAN,NYG,26.0,15.0,10.0,147.0,682.0,4.64,6.0,27.0,21.0,114.0,5.43,0.0,1.0,0.0,6.0,0.0,0.0,136.6,391,26,38.6,,104.2,0.708843537414966,32.4,1.2,1.8,1.5428571428571427,0.3493606138107417,2020,"(20, 30]","(130, 156]"
2320,CHASE EDMONDS,ARI,24.0,16.0,2.0,97.0,448.0,4.62,1.0,67.0,53.0,402.0,7.58,4.0,2.0,0.0,5.0,0.0,0.0,168.0,525,32,46.46,,50.8,0.5237113402061856,117.2,1.7492537313432837,4.1875,2.211320754716981,0.32,2020,"(60, 70]","(78, 104]"
2323,DARRELL HENDERSON,LAR,23.0,15.0,11.0,138.0,624.0,4.52,5.0,24.0,16.0,159.0,9.94,1.0,0.0,0.0,6.0,0.0,0.0,130.3,347,23,31.01,,92.4,0.6695652173913044,37.9,1.5791666666666666,1.6,2.36875,0.3755043227665706,2020,"(20, 30]","(130, 156]"
2325,LATAVIUS MURRAY,NOR,30.0,15.0,7.0,146.0,656.0,4.49,4.0,26.0,23.0,176.0,7.65,1.0,1.0,0.0,5.0,0.0,0.0,136.2,355,22,22.2,,89.60000000000001,0.6136986301369863,46.6,1.7923076923076924,1.7333333333333334,2.026086956521739,0.3836619718309859,2020,"(20, 30]","(130, 156]"
2326,ADRIAN PETERSON,DET,35.0,16.0,10.0,156.0,604.0,3.87,7.0,18.0,12.0,101.0,8.42,0.0,0.0,0.0,7.0,0.0,0.0,124.5,314,19,29.99,,102.4,0.6564102564102564,22.1,1.227777777777778,1.125,1.8416666666666668,0.3964968152866242,2020,"(10, 20]","(130, 156]"
2327,GIOVANI BERNARD,CIN,29.0,16.0,10.0,124.0,416.0,3.35,3.0,59.0,47.0,355.0,7.55,3.0,1.0,1.0,6.0,0.0,0.0,158.1,517,32,48.09,,59.6,0.4806451612903226,100.5,1.7033898305084745,3.6875,2.1382978723404253,0.3058027079303675,2020,"(50, 60]","(104, 130]"
2328,AUSTIN EKELER,LAC,25.0,10.0,10.0,116.0,530.0,4.57,1.0,65.0,54.0,403.0,7.46,2.0,1.0,0.0,3.0,0.0,0.0,165.3,411,41,35.04,,59.0,0.5086206896551724,106.3,1.6353846153846157,6.5,1.9685185185185188,0.4021897810218978,2020,"(60, 70]","(104, 130]"
2329,JD MCKISSIC,WAS,27.0,16.0,7.0,85.0,365.0,4.29,1.0,110.0,80.0,589.0,7.36,2.0,3.0,1.0,3.0,0.0,0.0,191.4,641,40,58.86,,42.5,0.5,150.9,1.3718181818181818,6.875,1.88625,0.2985959438377535,2020,"(100, 110]","(78, 104]"
2335,DEVIN SINGLETARY,BUF,23.0,16.0,16.0,156.0,687.0,4.4,2.0,50.0,38.0,269.0,7.08,0.0,1.0,1.0,2.0,0.0,0.0,143.6,621,38,56.97,,80.7,0.5173076923076924,64.9,1.298,3.125,1.7078947368421054,0.2312399355877616,2020,"(40, 50]","(130, 156]"
2347,LEONARD FOURNETTE,TAM,25.0,13.0,3.0,97.0,367.0,3.78,6.0,47.0,36.0,233.0,6.47,0.0,0.0,0.0,6.0,0.0,0.0,132.0,383,29,35.69,,72.7,0.7494845360824742,59.3,1.2617021276595743,3.615384615384616,1.647222222222222,0.3446475195822454,2020,"(40, 50]","(78, 104]"
2348,JAMAAL WILLIAMS,GNB,25.0,14.0,3.0,119.0,505.0,4.24,2.0,35.0,31.0,236.0,7.61,1.0,0.0,0.0,3.0,2.0,0.0,127.1,418,29,40.23,,62.5,0.5252100840336135,60.6,1.7314285714285715,2.5,1.9548387096774196,0.304066985645933,2020,"(30, 40]","(104, 130]"
2350,JERICK MCKINNON,SFO,28.0,16.0,4.0,81.0,319.0,3.94,5.0,46.0,33.0,253.0,7.67,1.0,0.0,0.0,6.0,0.0,0.0,126.2,372,23,34.0,,61.900000000000006,0.7641975308641976,64.3,1.3978260869565218,2.875,1.9484848484848485,0.339247311827957,2020,"(40, 50]","(78, 104]"
2352,TONY POLLARD,DAL,23.0,16.0,2.0,101.0,435.0,4.31,4.0,40.0,28.0,193.0,6.89,1.0,0.0,0.0,5.0,0.0,0.0,120.8,363,22,31.7,,67.5,0.6683168316831684,53.3,1.3325,2.5,1.9035714285714285,0.3327823691460055,2020,"(30, 40]","(78, 104]"
2353,CAM AKERS,LAR,21.0,13.0,5.0,145.0,625.0,4.31,2.0,14.0,11.0,123.0,11.18,1.0,1.0,1.0,3.0,0.0,0.0,101.8,297,22,26.54,,74.5,0.5137931034482759,29.3,2.092857142857143,1.0769230769230769,2.663636363636364,0.3427609427609427,2020,"(10, 20]","(130, 156]"
2357,ZACK MOSS,BUF,23.0,13.0,0.0,112.0,481.0,4.29,4.0,18.0,14.0,95.0,6.79,1.0,0.0,0.0,5.0,0.0,0.0,101.6,403,31,36.97,,72.1,0.6437499999999999,29.5,1.6388888888888888,1.3846153846153846,2.107142857142857,0.2521091811414392,2020,"(10, 20]","(104, 130]"
2360,MALCOLM BROWN,LAR,27.0,16.0,0.0,101.0,419.0,4.15,5.0,33.0,23.0,162.0,7.04,0.0,1.0,1.0,5.0,0.0,0.0,109.1,472,29,42.18,,71.9,0.711881188118812,39.2,1.187878787878788,2.0625,1.704347826086957,0.2311440677966101,2020,"(30, 40]","(78, 104]"
2362,DAMIEN HARRIS,NWE,23.0,10.0,10.0,137.0,691.0,5.04,2.0,7.0,5.0,52.0,10.4,0.0,1.0,0.0,2.0,0.0,0.0,91.3,196,19,27.41,,81.10000000000001,0.591970802919708,10.2,1.457142857142857,0.7,2.04,0.4658163265306122,2020,"(0, 10]","(130, 156]"
2364,FRANK GORE,NYJ,37.0,15.0,14.0,187.0,653.0,3.49,2.0,19.0,16.0,89.0,5.56,0.0,1.0,1.0,2.0,0.0,0.0,100.2,380,25,38.42,,77.3,0.4133689839572192,24.9,1.3105263157894735,1.2666666666666666,1.55625,0.2636842105263158,2020,"(10, 20]","(182, 208]"
2369,RAHEEM MOSTERT,SFO,28.0,8.0,8.0,104.0,521.0,5.01,2.0,19.0,16.0,156.0,9.75,1.0,1.0,1.0,3.0,0.0,0.0,99.7,237,29,21.66,,64.1,0.6163461538461538,37.6,1.9789473684210528,2.375,2.35,0.420675105485232,2020,"(10, 20]","(78, 104]"
2371,REX BURKHEAD,NWE,30.0,10.0,0.0,67.0,274.0,4.09,3.0,33.0,25.0,192.0,7.68,3.0,0.0,0.0,6.0,0.0,0.0,107.6,269,26,37.62,,45.400000000000006,0.6776119402985076,62.2,1.884848484848485,3.3,2.488,0.3999999999999999,2020,"(30, 40]","(52, 78]"
2374,JOE MIXON,CIN,24.0,6.0,6.0,119.0,428.0,3.6,3.0,26.0,21.0,138.0,6.57,1.0,1.0,1.0,4.0,0.0,0.0,99.6,290,48,26.98,,60.8,0.5109243697478992,40.8,1.5692307692307692,4.333333333333333,1.9428571428571424,0.3434482758620689,2020,"(20, 30]","(104, 130]"
2379,ALEXANDER MATTISON,MIN,22.0,13.0,2.0,96.0,434.0,4.52,2.0,15.0,13.0,125.0,9.62,1.0,0.0,0.0,3.0,0.0,0.0,86.9,229,17,21.16,,55.400000000000006,0.5770833333333334,31.5,2.1,1.1538461538461535,2.423076923076923,0.3794759825327511,2020,"(10, 20]","(78, 104]"
2380,CHRISTIAN MCCAFFREY,CAR,24.0,3.0,3.0,59.0,225.0,3.81,5.0,19.0,17.0,149.0,8.76,1.0,0.0,0.0,6.0,0.0,0.0,90.4,171,57,16.57,,52.5,0.8898305084745762,37.9,1.9947368421052631,6.333333333333333,2.2294117647058824,0.5286549707602339,2020,"(10, 20]","(52, 78]"
2384,BOSTON SCOTT,PHI,25.0,16.0,4.0,80.0,374.0,4.68,1.0,36.0,25.0,212.0,8.48,1.0,2.0,0.0,2.0,0.0,0.0,95.6,213,13,37.57,,43.4,0.5425,52.2,1.4500000000000002,2.25,2.088,0.4488262910798122,2020,"(30, 40]","(78, 104]"
2386,BRIAN HILL,ATL,25.0,16.0,1.0,100.0,465.0,4.65,1.0,30.0,25.0,199.0,7.96,0.0,2.0,1.0,1.0,0.0,0.0,95.4,327,20,29.14,,52.5,0.525,44.900000000000006,1.4966666666666668,1.875,1.7960000000000005,0.291743119266055,2020,"(20, 30]","(78, 104]"
2389,DEVONTAE BOOKER,LVR,28.0,16.0,1.0,93.0,423.0,4.55,3.0,21.0,17.0,84.0,4.94,0.0,1.0,0.0,3.0,0.0,0.0,85.7,238,14,22.0,,60.3,0.6483870967741936,25.4,1.2095238095238094,1.3125,1.4941176470588236,0.3600840336134454,2020,"(20, 30]","(78, 104]"
2391,CARLOS HYDE,SEA,30.0,10.0,1.0,81.0,356.0,4.4,4.0,20.0,16.0,93.0,5.81,0.0,1.0,0.0,4.0,0.0,0.0,84.9,93,9,17.38,,59.6,0.7358024691358025,25.3,1.265,2.0,1.58125,0.9129032258064516,2020,"(10, 20]","(78, 104]"
2399,SONY MICHEL,NWE,25.0,9.0,6.0,79.0,449.0,5.68,1.0,9.0,7.0,114.0,16.29,1.0,0.0,0.0,2.0,0.0,0.0,75.3,61,6,8.53,,50.900000000000006,0.6443037974683545,24.4,2.711111111111111,1.0,3.4857142857142853,1.2344262295081967,2020,"(0, 10]","(78, 104]"
2400,JAMES WHITE,NWE,28.0,14.0,0.0,35.0,121.0,3.46,2.0,62.0,49.0,375.0,7.65,1.0,1.0,0.0,3.0,0.0,0.0,116.6,221,15,30.91,,24.1,0.6885714285714286,92.5,1.4919354838709675,4.428571428571429,1.8877551020408163,0.5276018099547511,2020,"(60, 70]","(26, 52]"
2402,KALEN BALLAGE,2TM,25.0,11.0,2.0,91.0,303.0,3.33,3.0,37.0,29.0,166.0,5.72,0.0,1.0,0.0,3.0,0.0,0.0,93.9,244,22,20.8,,48.3,0.5307692307692308,45.6,1.2324324324324325,3.363636363636364,1.5724137931034483,0.3848360655737705,2020,"(30, 40]","(78, 104]"
2404,BENNY SNELL,PIT,22.0,16.0,3.0,111.0,368.0,3.32,4.0,14.0,10.0,61.0,6.1,0.0,2.0,1.0,4.0,0.0,0.0,74.9,281,17,25.57,,60.8,0.5477477477477478,16.1,1.15,0.875,1.61,0.2665480427046263,2020,"(10, 20]","(104, 130]"
2418,LE'VEON BELL,2TM,28.0,11.0,4.0,82.0,328.0,4.0,2.0,20.0,16.0,138.0,8.63,0.0,1.0,0.0,2.0,0.0,0.0,74.6,78,39,39.0,,44.8,0.5463414634146342,29.8,1.49,1.818181818181818,1.8625,0.9564102564102565,2020,"(10, 20]","(78, 104]"
2419,PHILLIP LINDSAY,DEN,26.0,11.0,8.0,118.0,502.0,4.25,1.0,14.0,7.0,28.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,66.0,270,24,25.09,,56.2,0.476271186440678,9.8,0.7000000000000001,1.2727272727272727,1.4,0.2444444444444444,2020,"(10, 20]","(104, 130]"
2421,SALVON AHMED,MIA,22.0,6.0,4.0,75.0,319.0,4.25,3.0,14.0,11.0,61.0,5.55,0.0,0.0,0.0,3.0,1.0,0.0,69.0,205,34,19.21,,49.900000000000006,0.6653333333333334,17.1,1.2214285714285715,2.333333333333333,1.554545454545455,0.3365853658536585,2020,"(10, 20]","(52, 78]"
2422,JOSHUA KELLEY,LAC,23.0,14.0,0.0,111.0,354.0,3.19,2.0,23.0,23.0,148.0,6.43,0.0,2.0,2.0,2.0,0.0,0.0,81.2,297,21,25.32,,47.4,0.427027027027027,37.8,1.643478260869565,1.6428571428571428,1.643478260869565,0.2734006734006734,2020,"(20, 30]","(104, 130]"
2426,DUKE JOHNSON,HOU,27.0,11.0,5.0,77.0,235.0,3.05,1.0,35.0,28.0,249.0,8.89,1.0,3.0,2.0,2.0,0.0,0.0,84.4,521,47,53.22,,29.5,0.3831168831168831,58.900000000000006,1.682857142857143,3.1818181818181817,2.1035714285714286,0.1619961612284069,2020,"(30, 40]","(52, 78]"
2431,SAMAJE PERINE,CIN,25.0,16.0,1.0,63.0,301.0,4.78,3.0,12.0,11.0,66.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,65.7,207,12,19.26,,48.1,0.7634920634920636,17.6,1.4666666666666668,0.75,1.6,0.3173913043478261,2020,"(10, 20]","(52, 78]"
2434,KERRYON JOHNSON,DET,23.0,16.0,2.0,52.0,181.0,3.48,2.0,26.0,19.0,187.0,9.84,1.0,1.0,1.0,3.0,0.0,0.0,71.8,295,18,28.18,,30.1,0.5788461538461539,43.7,1.6807692307692308,1.625,2.3000000000000003,0.2433898305084745,2020,"(20, 30]","(26, 52]"
2438,PEYTON BARBER,WAS,26.0,16.0,2.0,94.0,258.0,2.74,4.0,7.0,4.0,12.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,55.0,194,12,17.81,,49.8,0.5297872340425531,5.2,0.7428571428571429,0.4375,1.3,0.2835051546391752,2020,"(0, 10]","(78, 104]"
2444,JORDAN WILKINS,IND,26.0,15.0,0.0,84.0,308.0,3.67,1.0,16.0,12.0,105.0,8.75,0.0,0.0,0.0,1.0,1.0,0.0,61.3,182,12,16.7,,36.8,0.438095238095238,22.5,1.40625,1.0666666666666669,1.875,0.3368131868131868,2020,"(10, 20]","(78, 104]"
2451,MARK INGRAM,BAL,31.0,11.0,9.0,72.0,299.0,4.15,2.0,8.0,6.0,50.0,8.33,0.0,0.0,0.0,2.0,0.0,0.0,52.9,160,14,15.58,,41.900000000000006,0.5819444444444445,11.0,1.375,0.7272727272727273,1.8333333333333333,0.330625,2020,"(0, 10]","(52, 78]"
