,Player,Tm,Age,G,GS,Att_Rush,Yds (Rush),Y/A,TD (Rush),Tgt,Rec,Yds_Rec,Yds_per_rec,TD (Rec),Fmb,FL,TD,2PM,2PP,PPR,Total_Snaps,Avg Snaps,TM SNAP %,PPR_PassAtt,PPR_Rush,PPR_RushAtt,Tot_PPR_Rec,PPR_Tgt,Tgt_gm,PPR_Rec,PPR_Snap,Year,Tgt_Binned,Att_Rush_Binned
1165,JERICK MCKINNON,KAN,30.0,17.0,0.0,72.0,291.0,4.04,1.0,71.0,56.0,512.0,9.14,9.0,1.0,1.0,10.0,1.0,0.0,196.3,535,31,46.6,,35.1,0.4875,161.2,2.2704225352112672,4.176470588235294,2.878571428571429,0.3669158878504673,2022,"(70, 80]","(52, 78]"
1166,DEVIN SINGLETARY,BUF,25.0,16.0,16.0,177.0,819.0,4.63,5.0,52.0,38.0,280.0,7.37,1.0,3.0,3.0,6.0,0.0,0.0,177.9,709,44,65.3,,111.9,0.6322033898305085,72.0,1.3846153846153846,3.25,1.894736842105263,0.250916784203103,2022,"(50, 60]","(156, 182]"
1167,RAHEEM MOSTERT,MIA,30.0,16.0,14.0,181.0,891.0,4.92,3.0,42.0,31.0,202.0,6.52,2.0,1.0,1.0,5.0,0.0,0.0,168.3,552,34,52.2,,107.1,0.5917127071823205,63.2,1.5047619047619047,2.625,2.0387096774193547,0.3048913043478261,2022,"(40, 50]","(156, 182]"
1168,JEFF WILSON,2TM,27.0,16.0,7.0,176.0,860.0,4.89,5.0,37.0,22.0,185.0,8.41,1.0,3.0,2.0,6.0,0.0,0.0,158.5,525,32,49.9,,116.0,0.6590909090909091,46.5,1.2567567567567568,2.3125,2.113636363636364,0.3019047619047619,2022,"(30, 40]","(156, 182]"
1169,DAMEON PIERCE,HOU,22.0,13.0,13.0,220.0,939.0,4.27,4.0,39.0,30.0,165.0,5.5,1.0,4.0,2.0,5.0,0.0,0.0,166.4,508,39,63.7,,117.9,0.5359090909090909,52.5,1.3461538461538465,3.0,1.75,0.3275590551181102,2022,"(30, 40]","(208, 234]"
1170,CORDARRELLE PATTERSON,ATL,31.0,13.0,11.0,144.0,695.0,4.83,8.0,31.0,21.0,122.0,5.81,0.0,1.0,1.0,9.0,0.0,0.0,154.7,382,29,47.0,,117.5,0.8159722222222222,33.2,1.070967741935484,2.3846153846153846,1.580952380952381,0.4049738219895287,2022,"(30, 40]","(130, 156]"
1171,CAM AKERS,LAR,23.0,15.0,9.0,188.0,786.0,4.18,7.0,18.0,13.0,117.0,9.0,0.0,2.0,2.0,7.0,0.0,0.0,141.3,428,28,41.8,,120.6,0.6414893617021277,24.700000000000003,1.3722222222222225,1.2,1.9,0.3301401869158878,2022,"(10, 20]","(182, 208]"
1172,LATAVIUS MURRAY,2TM,32.0,13.0,7.0,171.0,760.0,4.44,6.0,35.0,27.0,132.0,4.89,0.0,1.0,0.0,6.0,1.0,0.0,154.2,447,34,48.0,,112.0,0.6549707602339181,40.2,1.1485714285714286,2.6923076923076925,1.488888888888889,0.3449664429530201,2022,"(30, 40]","(156, 182]"
1173,D'ONTA FOREMAN,CAR,26.0,17.0,9.0,203.0,914.0,4.5,5.0,9.0,5.0,26.0,5.2,0.0,1.0,0.0,5.0,1.0,0.0,131.0,353,20,34.7,,121.4,0.5980295566502464,7.6,0.8444444444444444,0.5294117647058824,1.52,0.3711048158640226,2022,"(0, 10]","(182, 208]"
1174,ISIAH PACHECO,KAN,23.0,17.0,11.0,170.0,830.0,4.88,5.0,14.0,13.0,130.0,10.0,0.0,4.0,2.0,5.0,0.0,0.0,135.0,351,20,30.5,,113.0,0.6647058823529411,26.0,1.8571428571428568,0.8235294117647058,2.0,0.3846153846153846,2022,"(10, 20]","(156, 182]"
1176,ANTONIO GIBSON,WAS,24.0,15.0,6.0,149.0,546.0,3.66,3.0,58.0,46.0,353.0,7.67,2.0,1.0,0.0,5.0,0.0,0.0,165.9,489,32,43.5,,72.6,0.4872483221476509,93.3,1.608620689655173,3.8666666666666663,2.0282608695652176,0.3392638036809816,2022,"(50, 60]","(130, 156]"
1177,JONATHAN TAYLOR,IND,23.0,11.0,11.0,192.0,861.0,4.48,4.0,40.0,28.0,143.0,5.11,0.0,3.0,3.0,4.0,0.0,0.0,146.4,524,47,54.1,,110.1,0.5734375,42.3,1.0575,3.636363636363636,1.5107142857142857,0.2793893129770992,2022,"(30, 40]","(182, 208]"
1188,KHALIL HERBERT,CHI,24.0,13.0,1.0,129.0,731.0,5.67,4.0,12.0,9.0,57.0,6.33,1.0,0.0,0.0,5.0,0.0,0.0,117.8,301,23,37.8,,97.1,0.7527131782945737,20.7,1.725,0.9230769230769232,2.3,0.3913621262458471,2022,"(10, 20]","(104, 130]"
1194,SAMAJE PERINE,CIN,27.0,16.0,2.0,95.0,394.0,4.15,2.0,51.0,38.0,287.0,7.55,4.0,0.0,0.0,6.0,0.0,0.0,142.1,448,28,40.5,,51.400000000000006,0.5410526315789475,90.7,1.7784313725490195,3.1875,2.386842105263158,0.3171875,2022,"(50, 60]","(78, 104]"
1195,BRIAN ROBINSON,WAS,23.0,12.0,9.0,205.0,797.0,3.89,2.0,12.0,9.0,60.0,6.67,1.0,2.0,0.0,3.0,0.0,0.0,112.7,351,29,39.5,,91.7,0.4473170731707317,21.0,1.75,1.0,2.333333333333333,0.3210826210826211,2022,"(10, 20]","(182, 208]"
1201,BREECE HALL,NYJ,21.0,7.0,2.0,80.0,463.0,5.79,4.0,31.0,19.0,218.0,11.47,1.0,1.0,1.0,5.0,0.0,0.0,115.1,233,33,49.1,,70.30000000000001,0.8787500000000001,46.8,1.5096774193548386,4.428571428571429,2.4631578947368418,0.4939914163090128,2022,"(30, 40]","(78, 104]"
1205,KAREEM HUNT,CLE,27.0,17.0,0.0,123.0,468.0,3.8,3.0,44.0,35.0,210.0,6.0,1.0,1.0,0.0,4.0,0.0,0.0,126.8,492,28,41.9,,64.80000000000001,0.5268292682926831,62.0,1.4090909090909092,2.588235294117647,1.7714285714285714,0.2577235772357723,2022,"(40, 50]","(104, 130]"
1208,RACHAAD WHITE,TAM,23.0,17.0,8.0,129.0,481.0,3.73,1.0,58.0,50.0,290.0,5.8,2.0,3.0,3.0,3.0,0.0,0.0,139.1,469,27,38.6,,54.1,0.4193798449612403,91.0,1.5689655172413792,3.411764705882353,1.82,0.2965884861407249,2022,"(50, 60]","(104, 130]"
1210,KENYAN DRAKE,BAL,28.0,12.0,5.0,109.0,482.0,4.42,4.0,26.0,17.0,89.0,5.24,1.0,1.0,0.0,5.0,0.0,0.0,104.1,365,30,33.3,,72.2,0.6623853211009174,31.9,1.2269230769230768,2.1666666666666665,1.876470588235294,0.2852054794520547,2022,"(20, 30]","(104, 130]"
1215,MICHAEL CARTER,NYJ,23.0,16.0,10.0,114.0,402.0,3.53,3.0,54.0,41.0,288.0,7.02,0.0,2.0,1.0,3.0,0.0,0.0,126.0,496,31,44.5,,58.2,0.5105263157894737,69.8,1.2925925925925923,3.375,1.702439024390244,0.2540322580645161,2022,"(50, 60]","(104, 130]"
1216,JAMES COOK,BUF,23.0,16.0,0.0,89.0,507.0,5.7,2.0,32.0,21.0,180.0,8.57,1.0,1.0,1.0,3.0,0.0,0.0,105.7,269,16,24.8,,62.7,0.7044943820224719,45.0,1.40625,2.0,2.142857142857143,0.3929368029739777,2022,"(30, 40]","(78, 104]"
1221,CLYDE EDWARDS-HELAIRE,KAN,23.0,10.0,6.0,71.0,302.0,4.25,3.0,23.0,17.0,151.0,8.88,3.0,0.0,0.0,6.0,0.0,0.0,98.3,224,22,32.0,,48.2,0.6788732394366198,50.1,2.178260869565217,2.3,2.947058823529412,0.4388392857142857,2022,"(20, 30]","(52, 78]"
1227,JAMES ROBINSON,2TM,24.0,11.0,5.0,110.0,425.0,3.86,3.0,14.0,11.0,51.0,4.64,2.0,1.0,0.0,5.0,0.0,0.0,88.6,271,24,24.4,,60.5,0.55,28.1,2.007142857142857,1.2727272727272727,2.5545454545454547,0.3269372693726937,2022,"(10, 20]","(104, 130]"
1230,JK DOBBINS,BAL,24.0,8.0,8.0,92.0,520.0,5.65,2.0,8.0,7.0,42.0,6.0,1.0,0.0,0.0,3.0,0.0,0.0,81.2,201,25,29.8,,64.0,0.6956521739130435,17.2,2.15,1.0,2.457142857142857,0.4039800995024876,2022,"(0, 10]","(78, 104]"
1231,DAMIEN HARRIS,NWE,25.0,11.0,9.0,106.0,462.0,4.36,3.0,23.0,17.0,97.0,5.71,0.0,0.0,0.0,3.0,0.0,0.0,90.9,249,18,22.6,,64.2,0.6056603773584905,26.700000000000003,1.1608695652173917,2.090909090909091,1.5705882352941178,0.3650602409638554,2022,"(20, 30]","(104, 130]"
1232,CHUBA HUBBARD,CAR,23.0,15.0,2.0,95.0,466.0,4.91,2.0,17.0,14.0,171.0,12.21,0.0,2.0,1.0,2.0,0.0,0.0,87.7,275,18,27.1,,58.6,0.6168421052631579,31.1,1.8294117647058823,1.1333333333333333,2.2214285714285715,0.3189090909090909,2022,"(10, 20]","(78, 104]"
1236,ALEXANDER MATTISON,MIN,24.0,17.0,0.0,74.0,283.0,3.82,5.0,18.0,15.0,91.0,6.07,1.0,0.0,0.0,6.0,0.0,0.0,88.4,297,17,25.4,,58.3,0.7878378378378378,30.1,1.6722222222222225,1.0588235294117647,2.006666666666667,0.2976430976430976,2022,"(10, 20]","(52, 78]"
1253,ENO BENJAMIN,3TM,23.0,15.0,3.0,77.0,313.0,4.06,2.0,34.0,25.0,193.0,7.72,0.0,0.0,0.0,2.0,1.0,0.0,89.6,339,22,28.0,,43.3,0.5623376623376622,44.3,1.302941176470588,2.2666666666666666,1.7719999999999998,0.2643067846607669,2022,"(30, 40]","(52, 78]"
1254,KENNETH GAINWELL,PHI,23.0,17.0,0.0,53.0,240.0,4.53,4.0,29.0,23.0,169.0,7.35,0.0,0.0,0.0,4.0,0.0,0.0,87.9,331,19,28.1,,48.0,0.9056603773584906,39.900000000000006,1.3758620689655174,1.7058823529411764,1.7347826086956524,0.265558912386707,2022,"(20, 30]","(52, 78]"
1256,JAYLEN WARREN,PIT,24.0,16.0,0.0,77.0,379.0,4.92,1.0,33.0,28.0,214.0,7.64,0.0,1.0,0.0,1.0,0.0,0.0,93.3,342,21,29.5,,43.9,0.5701298701298702,49.400000000000006,1.496969696969697,2.0625,1.7642857142857145,0.2728070175438596,2022,"(30, 40]","(52, 78]"
1261,MELVIN GORDON,DEN,29.0,10.0,6.0,90.0,318.0,3.53,2.0,32.0,25.0,223.0,8.92,0.0,5.0,2.0,2.0,0.0,0.0,87.1,284,28,41.8,,43.8,0.4866666666666666,47.3,1.478125,3.2,1.892,0.3066901408450704,2022,"(30, 40]","(78, 104]"
1268,GUS EDWARDS,BAL,27.0,9.0,4.0,87.0,433.0,4.98,3.0,2.0,0.0,0.0,,0.0,1.0,1.0,3.0,0.0,0.0,59.3,159,17,21.9,,61.3,0.7045977011494253,0.0,0.0,0.2222222222222222,,0.3729559748427672,2022,"(0, 10]","(78, 104]"
1270,CHASE EDMONDS,2TM,26.0,13.0,3.0,68.0,245.0,3.6,2.0,24.0,16.0,157.0,9.81,1.0,0.0,0.0,3.0,0.0,0.0,74.2,297,22,34.6,,36.5,0.5367647058823529,37.7,1.5708333333333335,1.8461538461538465,2.35625,0.2498316498316498,2022,"(20, 30]","(52, 78]"
1272,DARRELL HENDERSON,LAR,25.0,10.0,7.0,70.0,283.0,4.04,3.0,22.0,17.0,102.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,73.5,331,33,44.7,,46.3,0.6614285714285714,27.200000000000003,1.2363636363636366,2.2,1.6,0.2220543806646525,2022,"(20, 30]","(52, 78]"
1276,DONTRELL HILLIARD,TEN,27.0,12.0,1.0,22.0,145.0,6.59,0.0,26.0,21.0,177.0,8.43,4.0,0.0,0.0,4.0,0.0,0.0,77.2,200,16,25.9,,14.5,0.6590909090909091,62.7,2.411538461538462,2.1666666666666665,2.9857142857142858,0.386,2022,"(20, 30]","(0, 26]"
1279,DEON JACKSON,IND,23.0,16.0,2.0,68.0,236.0,3.47,1.0,34.0,30.0,209.0,6.97,1.0,1.0,1.0,2.0,0.0,0.0,84.5,250,15,21.7,,29.6,0.4352941176470588,56.900000000000006,1.6735294117647062,2.125,1.896666666666667,0.338,2022,"(30, 40]","(52, 78]"
1283,ZACK MOSS,2TM,25.0,13.0,3.0,93.0,456.0,4.9,1.0,13.0,11.0,39.0,3.55,0.0,1.0,1.0,1.0,0.0,0.0,64.5,249,19,23.5,,51.6,0.5548387096774193,14.9,1.146153846153846,1.0,1.3545454545454545,0.2590361445783132,2022,"(10, 20]","(78, 104]"
1292,NYHEIM HINES,2TM,26.0,16.0,5.0,24.0,33.0,1.38,1.0,37.0,30.0,241.0,8.03,1.0,2.0,0.0,4.0,0.0,0.0,81.4,208,13,17.7,,9.3,0.3875,60.1,1.6243243243243244,2.3125,2.0033333333333334,0.3913461538461539,2022,"(30, 40]","(0, 26]"
1293,JOSHUA KELLEY,LAC,25.0,13.0,1.0,69.0,287.0,4.16,2.0,25.0,14.0,101.0,7.21,0.0,0.0,0.0,2.0,0.0,0.0,64.8,261,20,28.1,,40.7,0.5898550724637681,24.1,0.964,1.9230769230769231,1.7214285714285715,0.2482758620689655,2022,"(20, 30]","(52, 78]"
1296,JAMYCAL HASTY,JAX,26.0,17.0,0.0,46.0,194.0,4.22,2.0,26.0,20.0,126.0,6.3,1.0,0.0,0.0,3.0,0.0,0.0,70.0,222,13,19.8,,31.4,0.682608695652174,38.6,1.484615384615385,1.5294117647058822,1.93,0.3153153153153153,2022,"(20, 30]","(26, 52]"
1303,RASHAAD PENNY,SEA,26.0,5.0,5.0,57.0,346.0,6.07,2.0,5.0,4.0,16.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,52.2,170,34,57.2,,46.6,0.8175438596491228,5.6,1.12,1.0,1.4,0.3070588235294118,2022,"(0, 10]","(52, 78]"
1308,ZONOVAN KNIGHT,NYJ,21.0,7.0,4.0,85.0,300.0,3.53,1.0,14.0,13.0,100.0,7.69,0.0,2.0,0.0,1.0,0.0,0.0,59.0,198,28,31.0,,36.0,0.4235294117647059,23.0,1.6428571428571428,2.0,1.7692307692307692,0.2979797979797979,2022,"(10, 20]","(78, 104]"
1322,CALEB HUNTLEY,ATL,24.0,12.0,0.0,76.0,366.0,4.82,1.0,2.0,2.0,3.0,1.5,0.0,1.0,0.0,1.0,0.0,0.0,44.9,120,10,16.7,,42.6,0.5605263157894737,2.3,1.15,0.1666666666666666,1.15,0.3741666666666666,2022,"(0, 10]","(52, 78]"
1326,ELIJAH MITCHELL,SFO,24.0,5.0,1.0,45.0,279.0,6.2,2.0,4.0,3.0,7.0,2.33,0.0,0.0,0.0,2.0,0.0,0.0,43.6,80,16,24.3,,39.900000000000006,0.8866666666666668,3.7,0.925,0.8,1.2333333333333334,0.545,2022,"(0, 10]","(26, 52]"
1327,BOSTON SCOTT,PHI,27.0,15.0,2.0,54.0,217.0,4.02,3.0,6.0,5.0,15.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,46.2,170,11,14.4,,39.7,0.7351851851851853,6.5,1.0833333333333333,0.4,1.3,0.2717647058823529,2022,"(0, 10]","(52, 78]"
1330,MATT BREIDA,NYG,27.0,17.0,1.0,54.0,220.0,4.07,1.0,25.0,20.0,118.0,5.9,0.0,0.0,0.0,1.0,0.0,0.0,59.8,264,15,23.3,,28.0,0.5185185185185185,31.8,1.272,1.4705882352941178,1.59,0.2265151515151515,2022,"(20, 30]","(52, 78]"
1331,REX BURKHEAD,HOU,32.0,16.0,0.0,26.0,80.0,3.08,0.0,51.0,37.0,204.0,5.51,1.0,0.0,0.0,2.0,0.0,0.0,77.4,260,16,24.5,0.0,8.0,0.3076923076923077,63.400000000000006,1.2431372549019608,3.1875,1.7135135135135138,0.2976923076923077,2022,"(50, 60]","(0, 26]"
1335,JUSTIN JACKSON,DET,26.0,16.0,0.0,42.0,170.0,4.05,1.0,19.0,12.0,101.0,8.42,1.0,0.0,0.0,2.0,0.0,0.0,51.1,186,11,16.3,,23.0,0.5476190476190477,28.1,1.4789473684210528,1.1875,2.341666666666667,0.2747311827956989,2022,"(10, 20]","(26, 52]"
1349,MARK INGRAM,NOR,33.0,10.0,3.0,62.0,233.0,3.76,1.0,18.0,16.0,68.0,4.25,0.0,2.0,2.0,1.0,1.0,0.0,50.1,205,20,23.6,,29.3,0.4725806451612903,22.8,1.2666666666666666,1.8,1.425,0.244390243902439,2022,"(10, 20]","(52, 78]"
1351,RAHEEM BLACKSHEAR,CAR,23.0,13.0,1.0,23.0,77.0,3.35,3.0,12.0,10.0,93.0,9.3,0.0,1.0,1.0,3.0,0.0,0.0,43.0,79,6,8.7,,25.7,1.117391304347826,19.3,1.6083333333333334,0.9230769230769232,1.93,0.5443037974683544,2022,"(10, 20]","(0, 26]"
1358,JORDAN MASON,SFO,23.0,16.0,0.0,43.0,258.0,6.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,31.8,82,5,7.5,,31.8,0.7395348837209302,0.0,,,,0.3878048780487805,2022,,"(26, 52]"
1360,TY JOHNSON,NYJ,25.0,17.0,1.0,30.0,160.0,5.33,1.0,24.0,12.0,88.0,7.33,0.0,0.0,0.0,1.0,0.0,0.0,42.8,173,10,15.5,,22.0,0.7333333333333333,20.8,0.8666666666666667,1.411764705882353,1.7333333333333334,0.2473988439306358,2022,"(20, 30]","(26, 52]"
1363,JUSTICE HILL,BAL,25.0,15.0,0.0,49.0,262.0,5.35,0.0,12.0,12.0,58.0,4.83,0.0,2.0,1.0,0.0,0.0,0.0,42.0,265,17,24.2,,26.200000000000003,0.5346938775510205,17.8,1.4833333333333334,0.8,1.4833333333333334,0.1584905660377358,2022,"(10, 20]","(26, 52]"
1364,MARLON MACK,2TM,26.0,8.0,0.0,16.0,84.0,5.25,1.0,10.0,8.0,99.0,12.38,1.0,0.0,0.0,2.0,0.0,0.0,38.3,64,8,8.3,,14.4,0.9,23.9,2.39,1.25,2.9875,0.5984375,2022,"(0, 10]","(0, 26]"
1367,AMEER ABDULLAH,LVR,29.0,17.0,0.0,4.0,20.0,5.0,0.0,32.0,25.0,211.0,8.44,1.0,0.0,0.0,1.0,0.0,0.0,54.1,175,10,15.9,,2.0,0.5,52.1,1.628125,1.8823529411764703,2.084,0.3091428571428571,2022,"(30, 40]","(0, 26]"
1368,DEEJAY DALLAS,SEA,24.0,15.0,0.0,35.0,186.0,5.31,0.0,19.0,17.0,126.0,7.41,0.0,1.0,0.0,0.0,0.0,0.0,46.2,196,13,17.9,-2.0,18.6,0.5314285714285715,29.6,1.5578947368421054,1.2666666666666666,1.741176470588235,0.2357142857142857,2022,"(10, 20]","(26, 52]"
1371,JD MCKISSIC,WAS,29.0,8.0,0.0,22.0,95.0,4.32,0.0,40.0,27.0,173.0,6.41,0.0,0.0,0.0,0.0,1.0,0.0,55.8,221,27,31.4,,9.5,0.4318181818181818,44.3,1.1075,5.0,1.6407407407407406,0.2524886877828054,2022,"(30, 40]","(0, 26]"
1372,DARE OGUNBOWALE,HOU,28.0,17.0,4.0,42.0,123.0,2.93,1.0,26.0,20.0,104.0,5.2,0.0,0.0,0.0,1.0,0.0,0.0,48.7,183,10,17.2,,18.3,0.4357142857142857,30.4,1.169230769230769,1.5294117647058822,1.52,0.266120218579235,2022,"(20, 30]","(26, 52]"
1375,MALIK DAVIS,DAL,24.0,12.0,0.0,38.0,161.0,4.24,1.0,7.0,6.0,63.0,10.5,0.0,0.0,0.0,1.0,0.0,0.0,34.4,79,6,9.3,,22.1,0.5815789473684211,12.3,1.7571428571428571,0.5833333333333334,2.0500000000000003,0.4354430379746835,2022,"(0, 10]","(26, 52]"
1378,TRAVIS HOMER,SEA,24.0,10.0,1.0,19.0,74.0,3.89,0.0,18.0,16.0,157.0,9.81,1.0,1.0,1.0,1.0,0.0,0.0,43.1,165,16,21.7,,7.4,0.3894736842105263,37.7,2.094444444444445,1.8,2.35625,0.2612121212121212,2022,"(10, 20]","(0, 26]"
1384,JAVONTE WILLIAMS,DEN,22.0,4.0,4.0,47.0,204.0,4.34,0.0,22.0,16.0,76.0,4.75,0.0,1.0,1.0,0.0,0.0,0.0,42.0,142,35,53.6,,20.4,0.4340425531914894,23.6,1.0727272727272728,5.5,1.475,0.2957746478873239,2022,"(20, 30]","(26, 52]"
1387,GARY BRIGHTWELL,NYG,23.0,17.0,0.0,31.0,141.0,4.55,1.0,8.0,5.0,39.0,7.8,0.0,0.0,0.0,1.0,0.0,0.0,29.0,87,5,7.7,,20.1,0.6483870967741936,8.9,1.1125,0.4705882352941176,1.78,0.3333333333333333,2022,"(0, 10]","(26, 52]"
1396,CRAIG REYNOLDS,DET,26.0,9.0,0.0,23.0,102.0,4.43,0.0,10.0,9.0,116.0,12.89,0.0,0.0,0.0,0.0,0.0,0.0,30.8,116,12,14.6,,10.2,0.4434782608695652,20.6,2.06,1.1111111111111112,2.288888888888889,0.2655172413793104,2022,"(0, 10]","(0, 26]"
1397,KYREN WILLIAMS,LAR,22.0,10.0,0.0,35.0,139.0,3.97,0.0,12.0,9.0,76.0,8.44,0.0,0.0,0.0,0.0,0.0,0.0,30.5,141,14,23.8,,13.9,0.3971428571428571,16.6,1.3833333333333335,1.2,1.8444444444444448,0.2163120567375886,2022,"(10, 20]","(26, 52]"
1407,AVERY WILLIAMS,ATL,24.0,17.0,3.0,22.0,109.0,4.95,1.0,14.0,13.0,61.0,4.69,0.0,1.0,1.0,1.0,0.0,0.0,34.0,141,8,13.4,,16.9,0.7681818181818181,19.1,1.3642857142857143,0.8235294117647058,1.4692307692307691,0.2411347517730496,2022,"(10, 20]","(0, 26]"
1408,MIKE BOONE,DEN,27.0,9.0,0.0,24.0,102.0,4.25,0.0,15.0,9.0,96.0,10.67,0.0,0.0,0.0,0.0,0.0,0.0,28.8,126,14,21.0,,10.2,0.425,18.6,1.24,1.6666666666666667,2.066666666666667,0.2285714285714285,2022,"(10, 20]","(0, 26]"
1411,PIERRE STRONG,NWE,24.0,15.0,0.0,10.0,100.0,10.0,1.0,7.0,7.0,42.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,27.2,51,3,4.8,,16.0,1.6,11.2,1.6,0.4666666666666667,1.6,0.5333333333333333,2022,"(0, 10]","(0, 26]"
1416,TEVIN COLEMAN,SFO,29.0,5.0,0.0,12.0,26.0,2.17,1.0,3.0,3.0,44.0,14.67,1.0,0.0,0.0,2.0,0.0,0.0,22.0,32,6,10.0,,8.6,0.7166666666666667,13.4,4.466666666666667,0.6,4.466666666666667,0.6875,2022,"(0, 10]","(0, 26]"
1422,JONATHAN WILLIAMS,WAS,28.0,13.0,2.0,37.0,152.0,4.11,0.0,10.0,7.0,40.0,5.71,0.0,0.0,0.0,0.0,0.0,0.0,26.2,99,7,8.3,,15.2,0.4108108108108108,11.0,1.1,0.7692307692307693,1.5714285714285714,0.2646464646464646,2022,"(0, 10]","(26, 52]"
1424,BRANDON BOLDEN,LVR,32.0,16.0,0.0,17.0,66.0,3.88,0.0,9.0,9.0,57.0,6.33,1.0,0.0,0.0,1.0,0.0,0.0,27.3,82,5,7.4,,6.6000000000000005,0.388235294117647,20.7,2.3,0.5625,2.3,0.3329268292682927,2022,"(0, 10]","(0, 26]"
1425,MALCOLM BROWN,LAR,29.0,11.0,0.0,18.0,81.0,4.5,1.0,6.0,5.0,37.0,7.4,0.0,0.0,0.0,1.0,0.0,0.0,22.8,95,8,14.2,,14.1,0.7833333333333333,8.7,1.45,0.5454545454545454,1.7399999999999998,0.24,2022,"(0, 10]","(0, 26]"
1432,COREY CLEMENT,ARI,28.0,9.0,1.0,15.0,55.0,3.67,1.0,7.0,5.0,54.0,10.8,0.0,0.0,0.0,1.0,0.0,0.0,21.9,73,8,11.9,,11.5,0.7666666666666667,10.4,1.4857142857142858,0.7777777777777778,2.08,0.3,2022,"(0, 10]","(0, 26]"
1436,BENNY SNELL,PIT,24.0,17.0,0.0,20.0,90.0,4.5,1.0,2.0,2.0,17.0,8.5,0.0,0.0,0.0,1.0,0.0,0.0,18.7,42,2,3.6,,15.0,0.75,3.7,1.85,0.1176470588235294,1.85,0.4452380952380952,2022,"(0, 10]","(0, 26]"
1438,DARREL WILLIAMS,ARI,27.0,6.0,0.0,21.0,102.0,4.86,1.0,8.0,4.0,9.0,2.25,0.0,0.0,0.0,1.0,0.0,0.0,21.1,99,16,16.6,,16.200000000000003,0.7714285714285716,4.9,0.6125,1.3333333333333333,1.225,0.2131313131313131,2022,"(0, 10]","(0, 26]"
1441,SONY MICHEL,LAC,27.0,10.0,0.0,36.0,106.0,2.94,0.0,13.0,9.0,53.0,5.89,0.0,0.0,0.0,0.0,0.0,0.0,24.9,125,12,11.8,,10.6,0.2944444444444445,14.3,1.1,1.3,1.588888888888889,0.1992,2022,"(10, 20]","(26, 52]"
1443,HASSAN HASKINS,TEN,23.0,15.0,1.0,25.0,93.0,3.72,0.0,12.0,11.0,57.0,5.18,0.0,0.0,0.0,0.0,0.0,0.0,26.0,155,10,15.0,,9.3,0.372,16.7,1.3916666666666666,0.8,1.518181818181818,0.1677419354838709,2022,"(10, 20]","(0, 26]"
1445,RONALD JONES,KAN,25.0,6.0,0.0,17.0,70.0,4.12,1.0,1.0,1.0,22.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,16.2,38,6,3.3,,13.0,0.7647058823529411,3.2,3.2,0.1666666666666666,3.2,0.4263157894736842,2022,"(0, 10]","(0, 26]"
1451,KEAONTAY INGRAM,ARI,23.0,12.0,0.0,27.0,60.0,2.22,1.0,5.0,4.0,21.0,5.25,0.0,0.0,0.0,1.0,0.0,0.0,18.1,104,8,8.6,,12.0,0.4444444444444444,6.1,1.22,0.4166666666666667,1.525,0.1740384615384615,2022,"(0, 10]","(26, 52]"
1458,SALVON AHMED,MIA,24.0,12.0,0.0,12.0,64.0,5.33,1.0,1.0,1.0,8.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,14.2,35,2,3.3,,12.4,1.0333333333333334,1.8,1.8,0.0833333333333333,1.8,0.4057142857142857,2022,"(0, 10]","(0, 26]"
1459,ROYCE FREEMAN,HOU,26.0,4.0,1.0,41.0,117.0,2.85,0.0,8.0,6.0,33.0,5.5,0.0,1.0,1.0,0.0,0.0,0.0,19.0,106,26,40.0,,11.7,0.2853658536585366,9.3,1.1625,2.0,1.55,0.1792452830188679,2022,"(0, 10]","(26, 52]"
1474,KEVIN HARRIS,NWE,22.0,5.0,1.0,18.0,52.0,2.89,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,11.2,42,10,7.1,,11.2,0.6222222222222222,0.0,,,,0.2666666666666666,2022,,"(0, 26]"
1479,SNOOP CONNER,JAX,23.0,8.0,0.0,12.0,42.0,3.5,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,10.2,38,4,3.4,,10.2,0.85,0.0,,,,0.2684210526315789,2022,,"(0, 26]"
1480,TYRION DAVIS-PRICE,SFO,22.0,6.0,0.0,34.0,99.0,2.91,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,9.9,70,11,6.4,,9.9,0.2911764705882353,0.0,0.0,0.3333333333333333,,0.1414285714285714,2022,"(0, 10]","(26, 52]"
1481,CHRIS EVANS,CIN,25.0,12.0,0.0,0.0,0.0,,0.0,4.0,3.0,38.0,12.67,1.0,0.0,0.0,1.0,0.0,0.0,12.8,18,1,1.6,,0.0,,12.8,3.2,0.3333333333333333,4.266666666666667,0.7111111111111111,2022,"(0, 10]",
