NAME,POS,TEAM,DEPTH,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Week 17,Total,Avg,TM SNAP %,TD
Breshad Perriman,WR,CLE,,,,,,,,11,9,26,13,,35,26,19,28,32,19,218,21,11.9,2
Eric Saubert,TE,ATL,1,13,8,5,4,8,14,8,,6,4,1,13,6,32,30,7,19,178,11,11.3,0
Giovani Bernard,RB,CIN,,14,39,57,44,,,,,,12,26,23,28,25,30,14,19,331,27,31.3,0
Jordan Matthews,WR,PHI,,,,33,47,22,26,29,34,,37,14,14,21,11,5,33,19,345,24,34.2,2
Mark Ingram II,RB,NO,,,,,,36,,35,23,34,31,30,27,21,29,33,32,19,350,29,29.1,1
Tarik Cohen,RB,CHI,,28,21,30,29,,34,42,38,28,31,30,22,42,30,38,33,19,495,30,45.7,5
Theo Riddick,RB,DET,,41,28,21,25,19,,,,39,45,27,29,38,25,25,33,19,414,29,37.1,0
Darrell Daniels,TE,ARI,,,,,,20,33,,9,2,3,3,,,,,,18,88,8,9.6,0
Darius Jackson,RB,DAL,,,,,,,,,,,,,,,,,,18,18,4,0,0
Josh Adams,RB,PHI,,,,8,,1,,8,18,,19,28,40,41,21,24,25,18,251,19,16.3,0
KhaDarel Hodge,WR,LAR,2,,,,,27,4,8,2,1,2,9,,2,1,2,9,18,85,6,7.1,0
LeGarrette Blount,RB,DET,,13,17,26,14,18,,21,7,11,10,12,33,30,19,11,22,18,282,17,24.6,0
Lee Smith,TE,OAK,,9,22,19,30,7,12,,15,21,23,29,18,17,14,7,23,18,284,17,28.7,3
Sean Mannion,QB,LAR,,,,,,,,10,,,,,,,,,8,18,36,12,1.3,0
Darrius Heyward-Bey,WR,PIT,,1,6,4,5,,,,2,4,10,3,7,13,2,2,1,17,77,5,5.4,0
Kapri Bibbs,RB,GB,13,,,6,,8,26,23,1,21,24,16,35,,,,,17,177,14,21.7,1
Rex Burkhead,RB,NE,,37,15,7,,,,,,,,,,17,17,16,25,17,151,18,7.8,1
Ben Braunecker,TE,CHI,,2,1,5,12,,8,13,,,13,14,11,4,5,10,5,16,119,7,10.8,0
Corey Coleman,WR,NYG,,,,,,,,,,,8,5,13,11,42,22,15,16,132,16,3.8,0
Chase Edmonds,RB,ARI,3,17,10,8,7,3,4,22,13,,17,11,9,13,10,26,13,16,199,12,19.4,0
Derek Carrier,TE,OAK,,25,11,18,17,8,11,,12,12,18,11,19,14,13,8,20,16,233,14,22.7,1
Darrel Williams,RB,KC,,,,,,,,,,,,,,3,2,15,,16,36,9,0,1
Jaron Brown,WR,SEA,,33,47,50,15,9,22,,18,19,10,,13,15,,12,15,16,337,22,32.5,5
Jeremy Langford,RB,ATL,,,,,,,,,,,,,,,,,,16,16,16,,0
J'Mon Moore,WR,GB,,,,,11,14,17,,,,5,,11,,,,,16,74,6,8.1,0
Jalen Richard,RB,OAK,,37,8,20,34,26,24,,22,22,27,32,26,32,33,30,23,16,412,25,38.9,0
Sean Culkin,TE,LAC,,17,17,20,13,19,24,11,,16,11,10,7,11,,,,16,192,14,24.3,0
Austin Ekeler,RB,LAC,1,22,24,18,23,23,21,42,,9,20,18,25,49,39,,,15,348,24,36,3
Darren Waller,WR,OAK,1,,,,,,,,,,,,,,4,9,14,15,42,10,,0
Gehrig Dieter,WR,KC,,,,,,,,,,,,,,7,9,,1,15,32,8,,0
Justin Hardy,WR,ATL,,6,14,15,14,17,36,14,,14,10,10,10,11,14,10,11,15,221,13,21.5,2
Keith Kirkwood,WR,NO,2,,,,,,,,,,34,25,30,27,22,34,38,15,225,28,12,2
Ross Dwelley,TE,SF,4,,,,,,,1,,13,,,,2,4,3,1,15,39,3,1.9,0
Antonio Gates,TE,LAC,,33,11,22,23,23,16,13,,16,11,27,26,24,23,42,42,14,366,22,32.5,2
Blake Bell,TE,JAX,3,,,,,,,22,32,,27,25,16,18,23,19,25,14,221,22,16.4,0
Jesus Wilson,WR,TB,,,,,,,,,,,,,,12,17,13,13,14,69,13,,0
Laquon Treadwell,WR,MIN,,38,45,58,46,30,38,51,46,41,,29,33,22,,22,,14,543,36,61.1,1
Marcus Kemp,WR,KC,2,,,1,,1,,3,,,3,3,,1,9,1,,14,36,2,1.5,0
Nyheim Hines,RB,IND,4,37,24,43,62,56,30,17,28,,20,16,26,46,28,29,23,14,499,31,46.4,2
Robert Tonyan,TE,GB,2,,,,,3,2,,3,2,,3,1,9,7,8,15,14,67,4,1.9,1
Travis Benjamin,WR,LAC,,47,,,5,,,5,,18,13,19,44,28,20,44,21,14,278,23,22.2,1
Chad Henne,QB,KC,,,,,,,,,,,,,,,,,,13,13,13,0,0
Elijhaa Penny,RB,NYG,,,,,,,3,6,2,,7,16,11,15,15,6,17,13,111,9,6.5,0
Garrett Gilbert,QB,CAR,,,,,,,,,,,,,,,,,,13,13,13,,0
Isaiah McKenzie,WR,BUF,1,,,,,,,,3,,7,,33,35,59,35,39,13,224,28,6,0
Jordan Thomas,TE,HOU,,14,24,15,27,29,21,55,54,39,,34,33,40,33,24,15,13,470,29,45.5,4
Jordan Wilkins,RB,IND,,46,24,17,31,18,,15,3,,5,11,8,5,,2,,13,198,12,23,0
Russell Gage,WR,ATL,1,1,,2,1,2,6,,,,,,,1,6,20,8,13,60,4,1.6,0
Alex Armah,RB,CAR,1,20,2,17,,10,2,3,10,10,6,1,4,1,5,3,8,12,114,7,12.3,0
DJ Chark,WR,JAX,1,13,30,11,29,25,13,30,48,,44,36,,,,,,12,291,26,37.5,0
Justin Jackson,RB,LAC,,,,,,,7,5,,,,,13,14,21,56,21,12,149,16,3.7,0
Wayne Gallman,RB,NYG,,6,5,16,9,8,17,5,2,,5,6,14,15,27,,8,12,155,10,13.4,0
Xavier Grimble,TE,PIT,,22,8,16,3,10,21,,13,,16,4,13,7,6,9,15,12,175,10,16.1,0
Austin Carr,WR,NO,,43,32,13,12,14,,15,19,15,22,31,18,15,14,,,11,274,19,31.5,2
Adrian Peterson,RB,WAS,,42,25,32,,13,37,34,41,32,34,42,27,16,19,37,39,11,481,30,48.6,1
Cody Core,WR,CIN,,,,6,11,8,9,14,6,,20,34,31,35,33,51,43,11,312,22,20.3,1
Dan Arnold,TE,NO,2,,,,,14,,11,10,13,27,15,12,12,,14,,11,139,13,13.7,1
Darren Fells,TE,CLE,,38,25,30,40,19,19,24,24,26,32,,35,15,23,30,28,11,419,26,39.6,3
David Morgan,TE,MIN,,30,22,,23,20,29,24,17,8,,,,,,23,23,11,230,20,23.2,0
Johnny Mundt,TE,LAR,3,2,,2,2,2,2,11,,,,,,,,,8,11,40,4,2.8,0
Matt Flanagan,TE,WAS,,,,,,,,,,,,,,,,22,,11,33,16,,0
Allen Hurns,WR,DAL,,38,27,41,47,38,57,54,,18,15,8,32,16,27,22,4,10,454,28,52.8,2
Christian McCaffrey,RB,CAR,1,57,63,67,,69,60,59,64,61,54,58,59,70,74,58,82,10,965,60,97,6
Charcandrick West,RB,KC,,,,,,,,,,,,,,,,1,19,10,30,10,,1
Dwayne Harris,WR,OAK,,,,2,4,,4,,1,1,2,,2,7,6,5,10,10,54,3,2.2,0
Darvin Kidsy,WR,WAS,,,,,,,,,,,,,,,,,,10,10,10,,0
Geno Smith,QB,LAC,1,,1,,,,7,,,,,,13,1,,,,10,32,6,3.1,0
Noah Brown,WR,DAL,2,,,,,,,,,,9,10,20,21,8,13,11,10,102,12,5.5,0
Nate Sudfeld,QB,PHI,3,,,,,,,,,,,,,,,,1,10,11,5,0,0
Tavon Austin,WR,DAL,,10,18,20,17,23,18,,,,,,,,,,,10,116,16,14.9,2
Aaron Rodgers,QB,GB,1,46,77,69,76,81,71,,52,74,57,49,53,76,64,68,91,9,1013,63,98.1,0
Geremy Davis,WR,LAC,,,6,5,8,9,10,1,,,,,13,1,1,11,,9,74,5,7.6,0
Justin Watson,WR,TB,2,,,,3,,6,2,12,5,6,4,9,7,8,2,,9,73,6,5.9,0
Marvin Hall,WR,ATL,,8,9,12,16,19,15,12,,14,6,8,12,10,5,18,11,9,184,11,17.6,1
Tommylee Lewis,WR,NO,,5,2,,,,,,,,,,28,,13,11,4,9,72,10,4.7,1
Benjamin Cunningham,RB,CHI,,,,6,4,,5,,5,6,1,,,,2,,,8,37,2,3.7,0
Josh Malone,WR,CIN,,2,6,29,4,10,4,,4,,,,,,,,1,8,68,7,8.6,0
JoJo Natson,WR,LAR,,,,6,,,,6,,,4,3,,,,3,,8,30,2,2.5,0
River Cracraft,WR,DEN,2,,,,,,,,,7,,2,3,1,2,1,3,8,27,3,1.7,0
Ryan Hewitt,TE,IND,,,16,16,14,16,12,26,21,,,,,13,26,9,4,8,181,15,15.6,1
Taysom Hill,QB,NO,2,1,,5,15,14,,26,18,11,23,13,11,7,7,12,10,8,181,11,18.5,0
Brandon Bolden,RB,MIA,3,,,,,,,,,,,,,3,4,3,8,7,25,1,0,1
DeAndre Washington,RB,OAK,,,,,,,,,2,10,6,23,8,6,1,2,5,7,70,7,6.9,0
Logan Thomas,TE,BUF,1,18,19,,,24,18,10,18,47,30,,31,,36,,26,7,284,23,29.9,0
Ryan Grant,WR,IND,,65,43,50,71,68,40,,,,28,24,27,42,49,17,28,7,559,39,53.7,1
Tajae Sharpe,WR,TEN,8,58,28,24,31,33,35,56,,55,54,58,38,53,20,39,3,7,592,37,68.8,2
Jeff Wilson Jr.,RB,SF,2,,,,,,,,,,,,25,55,62,12,38,6,198,33,3.4,0
Rico Gathers,TE,DAL,,,5,5,10,7,14,7,,18,10,9,15,10,14,10,6,6,146,9,14.1,0
Ben Koyack,TE,JAX,,,,,,,,,,,,21,18,16,18,11,22,5,111,15,5.2,0
Roosevelt Nix,RB,PIT,,19,4,11,1,8,17,,10,,6,4,8,3,4,5,5,5,110,6,11.3,0
Richard Rodgers,TE,PHI,,,,,,,,,,,,,8,10,2,4,13,5,42,7,1.1,0
Samaje Perine,RB,WAS,1,,,,,,8,2,,15,,,,,,,,5,30,6,3.4,0
Taquan Mizzell,RB,CHI,,,,,,,,,,7,8,1,9,13,6,11,9,5,69,7,3.4,1
Brice Butler,WR,MIA,,,,,,1,,2,,,,,22,34,19,25,14,4,121,15,3.8,1
Brian Hoyer,QB,NE,2,,,,4,,,,2,,8,,,,,,9,4,27,5,1.8,0
Cameron Batson,WR,TEN,,,,,,,,6,,30,36,39,28,23,7,4,3,4,180,16,17.7,0
Donnie Ernsberger,TE,TB,,,,,,,,,,,,,,,,,2,4,6,3,,0
David Williams,RB,JAX,,,,,,,,6,,,,,,,,8,,4,18,6,0.8,0
Justin Davis,RB,LAR,5,,,,,,,,,,,,,,1,4,,4,9,0,0,0
Kelvin Benjamin,WR,KC,,47,40,41,35,42,44,44,49,67,37,,23,43,,12,10,4,538,35,65.1,1
Lance Kendricks,TE,GB,,19,27,10,35,18,22,,17,26,35,26,22,12,17,9,16,4,315,19,35.7,1
Latavius Murray,RB,MIN,3,14,23,38,41,46,58,58,61,22,,6,28,12,,27,15,4,461,28,53,0
Marcedes Lewis,TE,GB,,7,14,7,17,12,22,,12,7,10,10,23,8,16,11,11,4,191,11,19.6,0
Ray-Ray McCloud III,WR,BUF,1,,,14,20,13,14,,11,17,19,,,,1,8,,4,121,12,15,0
Rashaad Penny,RB,SEA,3,25,20,10,16,,13,,,12,27,17,10,12,,,,4,180,12,20.7,0
Tyler Conklin,TE,MIN,1,9,8,9,9,7,9,4,7,12,,9,17,4,,23,9,4,147,9,13.4,0
Brandon Zylstra,WR,MIN,,,2,,1,,,1,1,1,,1,1,,,,6,3,17,1,1.1,0
De'Angelo Henderson,RB,NYJ,,,,,,,,,,,,,,,,,,3,3,3,0,0
Da'Mari Scott,WR,BUF,,,,,,,,,,,,,,,,,,3,3,1,0,0
Matthew Slater,WR,NE,2,,,,3,2,1,,2,6,1,,,,,,2,3,20,1,2,0
Tre Madden,RB,SEA,,6,6,9,4,6,6,,6,4,3,6,3,,,7,17,3,86,6,8.1,0
Victor Bolden,WR,BUF,,,,,,57,3,,5,,,,,,,,,3,68,11,8.9,0
Anthony Miller,WR,CHI,3,39,37,36,,,41,52,48,36,42,60,33,57,37,26,29,2,575,38,58.2,7
Charone Peake,WR,NYJ,,13,,,,,,9,16,2,22,,6,2,1,7,9,2,89,6,9.9,0
Clive Walford,TE,NYJ,,,,,,,,,,,,,,,,,,2,2,2,,0
JJ Jones,WR,NYJ,,,3,,,,,,,,,,,,,,,2,5,1,0.4,0
Seth DeValve,TE,CLE,,6,,,,9,1,,5,14,4,,15,6,7,15,14,2,98,7,6.9,1
Allen Lazard,WR,GB,1,,,,,,,,,,,,,,,,,1,1,1,,0
Byron Marshall,RB,WAS,,,,,,,,,,,,17,1,,18,7,3,1,47,7,2.4,0
Dontrell Hilliard,RB,CLE,,,,,,,,,15,4,9,,3,12,4,2,8,1,58,5,3.9,0
Jehu Chesson,WR,WAS,,,1,,,,,,,,,,,,1,,,1,3,0,0.1,0
J.D. McKissic,RB,SEA,,,,,,,,,,,,,,2,,3,2,1,9,1,,0
Kyle Lauletta,QB,NYG,,,,,,,,,,,,,,,18,,,1,19,9,0,0
Leonte Carroo,WR,MIA,,,,,,,,,,,16,,22,,,1,,1,41,4,5.9,1
Matt Dayes,RB,SF,,,,,,,,,,,,,,,,,,1,1,0,0,0
Ronald Jones,RB,TB,2,,,,20,,12,29,11,,,,,9,4,4,,1,90,10,9.1,0
Steven Dunbar,WR,SF,3,,,,,,,,,,,,,,,,,1,1,1,,0
Ameer Abdullah,RB,MIN,2,,,,,,,7,4,,,1,2,2,,1,,,17,1,1.9,0
Antonio Brown,WR,PIT,,83,77,62,60,57,63,,70,81,51,64,72,67,59,61,72,,999,66,94.6,15
Alex Collins,RB,BAL,,27,42,35,37,27,34,28,33,31,,17,,,,,,,311,31,37.8,1
Andy Dalton,QB,CIN,2,55,76,65,73,60,61,50,65,,37,55,30,,,,,,627,57,91.4,0
AJ Derby,TE,MIA,,46,34,14,,,,,,,30,,,,,,,,124,31,18.9,1
Alex Ellis,TE,KC,,10,1,,,,,,,,,,,,,,,,11,5,1.5,0
A.J. Green,WR,CIN,,52,69,33,71,51,57,48,61,,,,,17,,,,,459,51,64.4,6
Andre Holmes,WR,DEN,,11,36,31,29,33,33,38,35,24,5,,5,2,19,8,1,,310,20,38.9,0
Aaron Jones,RB,GB,1,,,17,29,22,19,,32,43,42,44,40,39,42,7,,,376,31,40.1,1
Alvin Kamara,RB,NO,1,52,51,67,59,31,,39,38,41,34,44,37,35,41,47,40,,656,43,66.4,4
AJ McCarron,QB,OAK,,,,,,,,,,10,,,2,,,,,,12,6,1.7,0
Allen Robinson II,WR,CHI,1,67,63,69,53,,59,60,,,54,67,51,70,61,46,44,,764,58,74.5,4
Austin Seferian-Jenkins,TE,JAX,8,55,60,47,36,23,,,,,,,,,,,,,221,44,29.7,1
Alex Smith,QB,WAS,,79,74,61,,61,70,60,68,69,58,51,,,,,,,651,65,88.2,0
Albert Wilson,WR,MIA,,34,29,10,36,58,50,14,,,,,,,,,,,231,33,35.2,4
Bruce Ellington,WR,DET,8,65,53,3,,,,,,,,33,54,38,27,,,,273,39,28.1,1
Brandon LaFell,WR,OAK,,,7,33,,,,,46,53,57,37,,,,,,,233,38,32.6,2
Bradley Marquez,WR,DET,,7,,,,,,,,,,,,,,,,,7,7,0.9,0
Brandon Marshall,WR,NO,,37,53,43,24,7,24,,2,,,,,,,,,,190,27,25.6,1
Brock Osweiler,QB,MIA,,,,,13,,78,56,66,57,68,,,,2,,,,340,48,51.4,0
Bilal Powell,RB,NYJ,,24,34,34,35,34,32,14,,,,,,,,,,,207,29,30.1,1
Brian Quick,WR,WAS,,,6,1,,12,11,31,,,21,,,,,,,,82,13,11.1,0
Boston Scott,RB,PHI,1,,,,,,,,,,,,,,,,,,0,0,,0
Brandon Tate,WR,NO,,,,,,,,,,,,,,,,,,,0,0,0,0
Brandon Weeden,QB,HOU,,,,,,,,,1,,,,,,,,,,1,1,0.1,0
Brandon Wilds,RB,JAX,,,5,1,,3,,,,,,,,,,,,,9,3,1.2,0
C.J. Beathard,QB,SF,2,,,1,60,98,57,58,66,,,,,,,,,,340,56,46.6,0
Chad Beebe,WR,MIN,,,,,,,,,,13,,29,,,,,4,,46,15,5.6,0
Corey Clement,RB,PHI,2,13,33,45,,,26,25,13,,18,14,24,23,4,,,,238,21,28.2,0
Chase Daniel,QB,CHI,,,,,3,,,1,,3,,,58,82,,,,,147,29,8.9,0
Corey Grant,RB,JAX,,6,30,20,7,2,,,,,,,,,,,,,65,13,8.7,0
C.J. Ham,RB,MIN,1,13,7,17,20,8,14,2,10,2,,3,8,5,,18,3,,140,9,14,0
Cayleb Jones,WR,MIN,,,,,,,,,,,,,,,,,,,0,0,0,0
Chad Kelly,QB,DEN,,,,,,,1,,,,,,,,,,,,1,1,0.1,0
Cody Kessler,QB,JAX,,,,,,,,38,,,,,,58,71,52,44,,263,52,5.1,0
Christian Kirk,WR,ARI,1,45,31,37,40,32,46,52,50,,65,48,43,53,,,,,542,45,78.5,3
Cooper Kupp,WR,LAR,1,61,72,75,53,36,28,,,60,54,,,,,,,,439,54,58.5,6
Colt McCoy,QB,WAS,1,,,,,,,,,,,24,63,13,,,,,100,33,11.8,0
Cameron Meredith,WR,NO,,,,34,22,30,,18,9,13,,,,,,,,,126,21,17,1
Christine Michael,RB,IND,,3,,,,,,,,,,,,,,,,,3,3,0.4,0
Cam Newton,QB,CAR,,67,67,67,,70,60,59,62,62,54,57,59,69,73,58,,,884,63,98.8,0
Cordarrelle Patterson,WR,NE,2,16,27,19,41,8,6,6,13,13,12,,22,8,18,5,17,,231,15,24.1,3
Cam Phillips,WR,BUF,,,,,,,,16,11,,,,,,,,,,27,13,3.8,0
C.J. Prosise,RB,SEA,,7,18,,3,,,,,,2,,,,,,,,30,6,4.1,0
Cooper Rush,QB,DAL,2,,,,,,6,,,,,,,,,,,,6,6,0.8,0
Cam Sims,WR,WAS,6,,,,,,,,,,,,,,,,,,0,0,0,0
Carson Wentz,QB,PHI,,,,82,78,59,71,67,62,,62,51,65,75,52,,,,724,65,79.8,0
Cole Wick,TE,SF,,1,6,,,4,,,,,,,,,,,,,11,2,1.5,0
Davante Adams,WR,GB,1,59,75,68,76,71,63,,40,71,53,46,53,72,56,64,87,,954,63,93.9,13
Derek Anderson,QB,BUF,2,,,,,,,56,62,,,,,,,,,,118,59,16.4,0
Drew Brees,QB,NO,,64,66,79,70,63,,71,53,71,63,65,57,52,64,74,66,,978,65,97.3,0
Daniel Brown,WR,CHI,,,1,,3,,,,1,7,,2,2,,3,2,2,,23,1,2.2,0
Deante Burton,WR,HOU,,,,,,,,,,,,,,,,,,,0,0,0,0
Damiere Byrd,WR,CAR,3,,,,,13,,2,9,9,4,6,1,,,,,,44,5,6.4,0
David Fluellen,RB,TEN,2,,,,,,,3,,,3,,,,,,,,6,0,1,0
D'Onta Foreman,RB,HOU,1,,,,,,,,,,,,,,,,31,,31,31,,1
Devonta Freeman,RB,ATL,,39,,,,28,,,,,,,,,,,,,67,33,9,0
Devin Funchess,WR,CAR,,57,66,52,,51,58,54,48,45,49,48,,32,29,11,22,,622,44,76.3,4
David Grinnage,TE,JAX,,,,,,,9,31,28,,,,,,,,,,68,22,9.1,0
DeSean Jackson,WR,TB,,20,34,43,39,,34,43,46,32,44,53,36,,,,29,,453,37,53.7,4
Detrez Newsome,RB,LAC,,,3,,,,,,,,,,8,,,18,,,29,3,1.6,0
Dare Ogunbowale,RB,TB,4,,,,,,,,,,,,2,,,,,,2,1,0.3,0
Dante Pettis,WR,SF,3,48,56,25,,,,,7,11,41,,58,71,61,57,17,,452,37,33.7,5
Damion Ratley,WR,CLE,,,,1,,,65,40,32,20,2,,2,7,2,1,3,,175,13,20.6,0
Dion Sims,TE,CHI,,20,35,28,31,,31,16,20,14,,,,,,,,,195,24,26.7,0
De'Anthony Thomas,WR,KC,,7,6,4,9,10,,,,,,,,,,,,,36,7,5,1
Demaryius Thomas,WR,HOU,,53,59,54,51,47,48,41,52,49,,46,54,60,68,47,35,,764,50,72.9,5
Deonte Thompson,WR,BUF,,30,23,28,29,36,7,15,,3,,,16,25,11,17,11,,251,19,26,0
De'Lance Turner,RB,BAL,6,,,,3,5,,,,,,,,,,,,,8,2,1,0
Delanie Walker,TE,TEN,,39,,,,,,,,,,,,,,,,,39,39,6.2,0
Derrick Willies,WR,CLE,,1,,1,2,26,,,,,,,,,,,,,30,6,3.8,0
Deon Yelder,TE,KC,,,,,,,,,,,1,,,,,,,,1,0,0.1,0
Ezekiel Elliott,RB,DAL,,59,50,58,53,50,63,66,,52,62,56,65,63,86,61,49,,893,59,89.3,3
Emmanuel Sanders,WR,DEN,,64,54,60,54,73,56,43,59,61,,50,44,40,,,,,658,54,85.6,4
Equanimeous St. Brown,WR,GB,2,,,,,60,35,,9,71,,43,36,15,34,42,39,,358,29,26.7,0
Erik Swoope,TE,NO,,5,,8,,14,22,6,,,,,,14,9,,,,78,11,7.1,3
Eric Tomlinson,TE,NYJ,,29,37,24,13,46,27,26,6,24,13,,23,22,21,26,17,,354,23,39,0
Frank Gore,RB,MIA,,18,24,16,25,26,30,25,29,29,29,,29,20,24,7,,,331,23,42.6,1
Freddie Martino,WR,TB,,13,6,5,,,,,,,,,,,,,,,24,6,3,0
Geronimo Allison,WR,GB,,42,61,52,56,,,,30,,,,,,,,,,241,48,33.5,2
Garrett Celek,TE,SF,,23,30,19,17,26,17,20,23,20,6,,12,16,27,17,3,,276,18,29.2,2
Gabe Holmes,TE,ARI,,9,17,1,13,13,12,13,3,,,,,,,,,,81,10,13,0
Gregory Howell Jr.,RB,HOU,4,,,,,,,,,,,,1,1,,1,,,3,0,0,0
Greg Olsen,TE,CAR,,16,,,,,59,59,63,60,45,56,58,13,,,,,429,47,60.1,4
Geoff Swaim,TE,DAL,,58,50,57,64,59,66,47,,,56,57,,,,,,,514,57,72.4,1
Hakeem Valles,TE,DET,,18,,6,5,,,,,,,,,,,,,,29,9,3.9,0
Isaiah Crowell,RB,NYJ,,24,31,29,20,25,29,33,25,23,19,,26,44,5,,,,333,25,41.3,0
Isaiah Ford,WR,MIA,,,,,,,,,,,,,,13,,,,,13,13,,0
Ito Smith,RB,ATL,,,18,10,30,12,31,28,,28,22,20,26,24,32,29,,,310,22,30.2,0
Jay Ajayi,RB,PHI,,29,22,,41,29,,,,,,,,,,,,,121,30,16.2,0
Javorius Allen,RB,BAL,,30,42,39,34,50,28,30,23,26,,5,1,,,3,,,311,22,37.5,2
Jacoby Brissett,QB,IND,2,,,1,,,,8,,,,8,1,,,,,,18,4,2.3,0
Jake Butt,TE,DEN,,36,26,35,,,,,,,,,,,,,,,97,32,13.4,0
Jamaal Charles,RB,JAX,,,,,,,17,3,,,,,,,,,,,20,10,2.7,0
Jerome Cunningham,TE,DET,,,,,,,,,,,,,,,,,20,,20,20,,0
Jawill Davis,WR,NYG,3,,,,1,10,18,,,,,,,,22,11,,,62,8,4.2,0
Joshua Dobbs,QB,PIT,2,,,,,1,,,1,1,8,,,,19,,,,30,6,1.4,0
Jack Doyle,TE,IND,,77,59,,,,,,57,,48,51,38,,,,,,330,55,42.6,2
Joe Flacco,QB,BAL,,54,85,72,77,87,75,68,61,61,,,,,,,,,640,71,77.9,0
Jordan Franks,TE,CIN,,,,,,,,,1,,,3,,7,,,,,11,3,0.6,0
Jimmy Garoppolo,QB,SF,1,66,64,67,,,,,,,,,,,,,,,197,65,27,0
Josh Gordon,WR,NE,,69,,,18,18,63,61,64,57,55,,53,48,71,57,,,634,52,60.3,4
Janarion Grant,WR,BAL,,20,,,,,,,,,,,,,,,,,20,10,2.4,0
Jakeem Grant Sr.,WR,MIA,8,25,32,9,31,15,31,39,63,29,8,,,,,,,,282,28,42.9,2
Jermaine Gresham,TE,ARI,,,,17,33,28,30,39,31,,29,39,31,44,30,19,46,,416,32,44.5,0
Justin Hardee,WR,NO,2,,,,,,,,,,,,,,,,,,0,0,0,0
Jeff Heuerman,TE,DEN,,60,41,41,53,53,58,48,63,47,,48,43,,,,,,555,50,76.9,2
Jeremy Hill,RB,NE,,12,,,,,,,,,,,,,,,,,12,12,1.6,0
Jacob Hollister,TE,NE,,,14,,,4,3,,,,22,,5,6,5,,,,59,7,6.3,0
Johnny Holton,WR,OAK,,,,,,,,,,,,,5,,,,,,5,5,0.7,0
Justin Hunter,WR,PIT,,51,,,,2,14,,38,,,,,18,,,,,123,24,13.4,0
Jermaine Kearse,WR,NYJ,,,20,34,47,39,59,64,52,48,50,,40,49,28,62,34,,626,44,65.9,1
Jeremy Kerley,WR,BUF,,44,,,,,,,,,,,,,,,,,44,44,6.1,0
Josh McCown,QB,NYJ,,,,,,,,,,,56,,64,69,3,,,,192,48,17.5,0
Jeremy McNichols,RB,IND,,,,,2,,,,,,,,,,,,,,2,2,0.3,0
Jaydon Mickens,WR,JAX,,3,,,,,,,,,,,,,,,,,3,0,0.4,0
J.J. Nelson,WR,ARI,,1,23,6,6,2,11,17,17,,20,17,18,12,48,15,,,213,15,22.2,0
Joshua Perkins,TE,PHI,,4,26,31,8,1,11,7,7,,,,,,,,,,95,10,12.7,0
Jordan Reed,TE,WAS,,41,40,40,,39,47,41,53,37,38,50,47,31,7,,,,511,39,64.1,2
Jonnu Smith,TE,TEN,2,40,59,57,69,42,25,56,,53,60,42,42,48,17,,,,610,46,80.1,3
Jonathan Stewart,RB,NYG,,10,5,2,,,,,,,,,,,,,,,17,5,2.5,0
Jalen Tolliver,WR,ARI,4,,,,,,,,,,,,,,12,43,23,,78,26,,0
Joe Webb,QB,HOU,,,,,,,,,,3,,,,,32,,,,35,2,0.4,0
Jonathan Williams,RB,IND,5,3,6,9,,,,,,,,,,,,,,,18,6,2.3,0
Kamar Aiken,WR,PHI,,,62,45,9,1,14,,,,,,,,,,,,131,26,17.5,0
Kenjon Barner,RB,CAR,,,,,10,,5,17,7,3,,,,,,,6,,48,5,6.1,0
Kaelin Clay,WR,NYG,,,,,,,,,,,,,,,,,,,0,0,0,0
Keke Coutee,WR,HOU,,,,,80,57,45,16,,,,42,27,,,,,,267,44,35,1
Keith Ford,RB,BUF,9,,,,,,,,,,,,,,,41,30,,71,35,,0
Kenny Golladay,WR,DET,,65,71,65,53,49,,49,54,68,74,61,65,70,50,52,58,,904,60,91.2,5
Keon Hatcher,WR,OAK,,,,,,,,,,,,,2,4,,,,,6,2,0.3,0
Kareem Hunt,RB,KC,,40,40,47,45,52,31,46,49,50,43,62,,,,,,,505,45,70.6,7
Kerryon Johnson,RB,DET,,16,36,33,20,29,,38,48,39,55,33,,,,,,,347,34,47,1
Khari Lee,TE,BUF,,,,33,13,,,,,,,,,,,,,,46,23,6.4,0
Keenan Reynolds,WR,SEA,3,,5,16,,,,,,,,,,,,,,,21,10,2.9,0
Leonard Fournette,RB,JAX,,21,,,24,,,,,,39,34,31,,55,27,49,,280,35,20,1
Lance Lenoir,WR,DAL,,,,,,,,,,,1,2,2,1,,,2,,8,1,0.7,0
Luke Willson,TE,DET,,14,40,40,25,34,,41,36,34,,33,20,50,21,24,13,,425,30,42.9,0
Matt Barkley,QB,BUF,2,,,,,,,,,,73,,,,,,,,73,73,10.1,0
Mike Boone,RB,MIN,3,,,13,4,1,3,8,7,3,,,,,,,,,39,4,5.2,0
Matt Breida,RB,SF,2,30,26,29,38,13,27,5,31,27,44,,31,10,,45,9,,365,26,41.3,2
Malcolm Brown,RB,LAR,,4,23,13,2,,16,25,9,6,8,14,,3,,,,,123,10,16,1
Martavis Bryant,WR,OAK,,,25,35,40,13,43,,7,21,35,,,,,,,,219,27,30.6,0
Matt Cassel,QB,DET,,7,,,,,,,,,,,,,,,15,,22,11,0.9,0
