NAME,POS,TEAM,DEPTH,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Week 17,Week 18,Total,Avg,TM SNAP %,TD
Darnell Washington,TE,PIT,2,37,29,35,40,30,49,36,30,,50,45,38,34,38,19,26,26,22,584,34,51.7,1
George Kittle,TE,SF,1,66,51,,59,58,57,58,64,,57,,41,48,52,52,63,60,22,808,53,74.9,8
Hunter Luepke,RB,DAL,1,20,10,30,29,23,22,,25,17,16,,15,32,10,23,20,14,22,328,20,28,0
Lucas Krull,TE,DEN,4,,,,,18,33,29,27,21,12,18,21,22,,24,28,24,22,299,23,27.1,0
Blake Whiteheart,TE,CLE,2,,24,18,21,15,,,,,,,10,16,13,23,12,34,21,207,18,27.9,1
Bryce Oliver,WR,TEN,2,,,,,,,,,5,3,2,10,,6,14,2,5,20,67,6,10.5,0
Brevyn Spann-Ford,TE,DAL,3,19,22,9,5,15,13,,19,16,6,41,33,32,11,22,13,9,20,305,17,26,0
Cam Akers,RB,MIN,,,13,29,30,22,2,,,16,26,27,11,16,19,21,7,23,20,282,16,23.1,5
Charlie Kolar,TE,BAL,3,8,14,26,19,21,22,21,10,22,27,9,32,,,,,,20,251,19,29.4,1
Davis Allen,TE,LAR,2,6,,,,3,,12,28,42,56,34,31,18,22,15,12,10,20,309,20,28.3,0
Dante Pettis,WR,NO,6,,,,,,,,,,7,7,,14,21,26,37,16,20,148,18,30.3,1
Jamison Crowder,WR,WAS,,3,,9,,,,,,,,,,,,21,31,34,20,118,19,21.5,2
Josh Jacobs,RB,GB,1,49,47,33,46,44,46,39,45,36,,37,38,42,40,48,28,40,20,678,39,62.5,16
Luke McCaffrey,WR,WAS,1,36,40,20,32,44,22,26,25,23,26,20,18,24,,12,9,22,20,419,24,36,0
Mike Boone,RB,CAR,,5,,,,,,,,,,,,,,3,4,11,20,43,7,7.8,0
Mike White,QB,BUF,3,,,,,,,,,,,,,,,,,,20,20,20,10.3,0
Audric Estime,RB,DEN,3,3,,,,,2,6,5,7,26,14,5,8,,13,13,18,18,138,10,16.3,2
Chris Brooks,RB,GB,3,,,4,,,10,8,17,17,,10,25,15,14,16,22,8,18,184,12,19.4,1
Clyde Edwards-Helaire,RB,NO,2,,,,,,,,,,,,,,,,,26,18,44,22,4.3,0
Durham Smythe,TE,MIA,2,30,33,18,18,27,,17,19,26,25,23,25,14,14,16,24,17,18,364,21,32,0
Irv Smith,TE,HOU,,,,,,,,,,,,,,17,,23,18,9,18,85,17,29.5,0
Jalin Hyatt,WR,NYG,2,16,12,10,13,48,64,3,,4,55,,25,18,18,20,12,10,18,346,21,30.8,0
Rachaad White,RB,TB,2,45,34,42,45,34,,39,41,34,37,,32,42,47,37,36,28,18,591,36,51.8,9
Jake Bobo,WR,SEA,1,20,14,19,27,2,12,29,39,42,,6,15,19,17,15,12,14,17,319,18,29,1
Jacob Kibodi,RB,CLE,,,,,,,,,,,,,,,,,,,17,17,17,28.8,0
Luke Musgrave,TE,GB,2,17,31,35,25,,,,,,,,,,,,8,12,17,145,20,27.3,0
Tyler Allgeier,RB,ATL,2,10,,13,21,31,29,17,22,14,18,4,,24,13,15,18,8,17,274,16,25.1,3
Ty Johnson,RB,BUF,3,14,7,18,11,21,25,12,15,19,22,33,,16,21,21,23,21,17,316,18,29,4
Adonai Mitchell,WR,IND,2,29,33,7,13,19,15,14,13,5,60,12,12,36,,37,55,7,16,383,22,35.2,0
Devin Culp,TE,TB,4,,,,,,,1,1,,,,,,,,3,20,16,41,8,3.6,0
Devin Singletary,RB,NYG,2,50,44,49,47,,,12,28,18,17,,21,13,14,23,13,15,16,380,25,33.8,4
Jalen Brooks,WR,DAL,2,13,28,13,8,37,49,,41,56,35,,19,23,,20,,13,16,371,26,31.7,1
Trey Sermon,RB,IND,,2,18,5,17,41,42,32,10,14,2,5,2,5,,18,9,7,16,245,14,22.5,2
Xavier Weaver,WR,ARI,2,,,,,,41,,,,,,,,,,,,16,57,28,5.2,0
Deuce Vaughn,RB,DAL,2,2,10,5,4,,,,,,,16,,,,,,,15,52,7,4.4,0
Devontez Walker,WR,BAL,2,,,,,,,,,4,,,2,,,11,9,16,15,57,6,5.1,1
John Bates,TE,WAS,2,28,25,33,40,34,21,29,25,32,23,20,29,53,,42,24,43,15,516,30,44.4,0
Julius Chestnut,RB,TEN,,,1,,,,3,8,14,13,,,2,1,2,,,25,15,84,4,7.7,0
James Cook,RB,BUF,1,38,21,32,33,36,,29,42,36,41,27,,26,27,29,21,32,15,485,30,44.6,18
Kaden Davis,WR,CLE,3,,,,,,,,,,,,,,,,,,15,15,15,25.4,0
Keaton Mitchell,RB,BAL,4,,,,,,,,,,2,2,,,,,,17,15,36,7,7,0
Alex Erickson,WR,NE,,,,,,,,,,,,,,,,,,,14,14,4,7.4,0
Braelon Allen,RB,NYJ,2,9,20,23,27,19,12,5,19,17,14,9,,19,37,10,10,19,14,283,16,26.5,3
Dallin Holker,TE,NO,3,,,,,5,5,3,,12,6,8,,4,6,3,2,5,14,73,6,6.7,0
Mike Williams,WR,PIT,,9,37,33,43,51,32,19,36,41,9,25,19,17,19,15,22,31,14,472,26,40.5,1
Stone Smartt,TE,LAC,,5,4,,1,,10,7,1,,,7,3,7,22,35,39,26,14,181,12,17,0
Tyler Conklin,TE,NYJ,,46,53,67,68,59,46,49,50,45,45,47,,56,54,,53,53,14,805,50,75.5,4
Terrace Marshall Jr.,WR,OAK,,,,,,,,,,,,7,,16,15,26,34,28,14,140,20,29.9,0
Zay Flowers,WR,BAL,1,71,58,42,39,64,49,42,59,30,52,51,50,68,,48,54,41,14,832,48,75,4
Brayden Willis,TE,SF,4,,,4,,,,,1,,,,1,,4,,1,1,13,25,2,3.1,0
Chris Collier,RB,OAK,3,,,,,,,,,3,,,,,,,,3,13,19,2,3.3,0
Dallas Goedert,TE,PHI,1,62,,62,36,,3,,,,43,63,55,40,,,,,13,377,44,50.7,2
D'Ernest Johnson,RB,JAX,,,17,12,12,13,35,21,19,13,4,13,,,,,13,7,13,192,13,18.6,0
Jeff Wilson Jr.,RB,MIA,,11,11,14,2,,,,,,,,,1,4,,7,8,13,71,7,6.2,0
Kenny McIntosh,RB,SEA,3,,2,10,,,,1,,,,,,,15,9,12,13,13,75,4,6.8,0
Roschon Johnson,RB,CHI,2,,,33,22,23,18,,17,28,20,30,29,2,,,17,20,13,272,19,23.9,6
Brenden Bates,TE,CLE,3,,4,11,1,10,,,,,,,,,,,,3,12,41,5,6.9,0
Blake Corum,RB,LAR,2,,8,,,11,,6,8,1,5,10,6,18,13,9,9,3,12,119,7,10.9,0
Dare Ogunbowale,RB,HOU,,13,20,28,29,46,18,15,13,29,15,8,13,9,,11,16,15,12,310,18,28,1
Marcedes Lewis,TE,CHI,,9,10,21,19,17,13,,10,10,14,12,16,15,6,17,12,7,12,220,12,19.4,0
Trent Taylor,WR,SF,7,,,,,2,,,,,,,,,,,,,12,14,7,10,0
C.J. Stroud,QB,HOU,1,79,62,54,75,68,63,64,71,79,68,64,56,63,,50,59,49,11,1035,60,93.5,20
Harrison Bryant,TE,OAK,,4,7,3,45,32,36,23,,17,,,,,14,7,5,9,11,213,16,19,0
Joe Mixon,RB,HOU,1,57,29,,,,28,42,54,44,52,52,43,47,,32,39,27,11,557,39,50.3,12
Ko Kieft,TE,TB,3,2,1,1,3,2,1,6,1,2,3,,5,9,6,19,12,20,11,104,6,9.1,0
MyCole Pruitt,TE,PIT,,40,28,,,,,30,15,,34,,32,25,20,12,14,10,11,271,22,24,1
Nico Collins,WR,HOU,1,63,52,55,63,9,,,,,,30,44,44,,41,50,40,11,502,41,60.7,7
Tim Jones,WR,JAX,,1,,6,5,14,10,10,27,14,6,4,,18,14,11,6,12,11,169,9,16.4,0
Zach Pascal,WR,ARI,,4,8,1,6,10,8,2,2,3,7,,1,,2,3,,,11,68,4,6.2,0
Christian Watson,WR,GB,2,42,41,34,9,,44,31,52,37,,31,47,51,46,50,30,,10,555,37,51.2,2
DeeJay Dallas,RB,ARI,1,,,,,,,,,1,4,,,,,12,16,11,10,54,3,4.9,2
Dez Fitzpatrick,WR,LAC,6,,,,,,,,,,,,,,,,,,10,10,10,13.3,0
Greg Dulcich,TE,NYG,3,46,33,17,24,,,,,,,,,,1,7,8,1,10,147,16,12.8,0
Josiah Deguara,TE,JAX,,,,11,2,10,3,3,1,1,,,,,3,15,17,11,10,87,5,9.5,0
Cam Grandy,TE,CIN,3,,,,,,,,,,4,1,,9,17,8,11,16,9,75,9,12.8,0
Jarrett Stidham,QB,DEN,2,,,,,,,2,,,,3,,,,,,,9,14,4,1.3,0
Jaylen Wright,RB,MIA,2,,18,13,28,25,,6,3,9,9,18,13,1,14,3,,2,9,171,11,15,0
Shane Zylstra,TE,DET,,,,,,,,3,13,9,19,19,6,5,16,1,1,8,9,109,9,13.4,0
Ashton Dulin,WR,IND,2,11,24,14,11,15,11,15,10,10,12,16,10,,,,9,6,8,182,12,16.7,1
Cordarrelle Patterson,RB,PIT,1,9,4,23,9,,,,,,8,12,8,10,9,6,3,1,8,110,8,9.7,1
Isaiah Davis,RB,NYJ,2,,,3,,,,1,,,2,,,12,36,24,10,14,8,110,6,10.3,2
Jack Westover,TE,NE,4,,,,,,,,,,,,1,,,,,,8,9,3,4.9,0
Ryan Miller,WR,TB,3,,,,,,32,,30,34,52,,15,9,4,15,33,43,8,275,25,36.1,2
Trey Palmer,WR,TB,1,20,10,12,11,,,59,51,27,15,,17,15,7,17,13,23,8,305,20,26.7,1
Ben Sims,TE,GB,3,1,6,2,2,19,28,16,25,12,,17,24,15,18,16,13,3,7,224,13,20.7,0
Hunter Long,TE,LAR,2,3,10,26,13,17,,16,30,26,9,18,13,19,18,22,19,13,7,279,16,25.6,0
Ryan Flournoy,WR,DAL,3,,,,,10,2,,2,17,16,54,10,,1,,24,13,7,156,14,13.3,0
Rakim Jarrett,WR,TB,1,,,,,,,,20,46,50,,21,11,10,7,13,25,7,210,21,30.7,0
Brandon Powell,WR,MIN,,30,32,27,23,6,,2,6,19,11,17,6,3,10,7,4,4,6,213,12,19.1,0
Devin Duvernay,WR,JAX,,5,3,11,6,7,,,,,,14,,40,29,39,21,9,6,190,14,23.8,0
Dorian Thompson-Robinson,QB,CLE,3,,,,,,,38,,,,4,1,,,14,66,79,6,208,29,17.6,0
Eric Gray,RB,NYG,2,7,,3,5,26,14,6,3,,2,,15,4,,3,9,5,6,108,6,9.6,0
Hayden Hurst,TE,LAC,,35,38,28,35,,7,,,8,9,,,,,,8,,6,174,19,20.7,0
Johnny Mundt,TE,MIN,3,29,38,51,41,39,,40,31,19,18,19,33,22,10,20,10,8,6,434,25,38.9,2
Pharaoh Brown,TE,SEA,,,,30,28,8,10,18,15,7,,22,29,26,16,10,21,18,6,264,17,24,0
Raheem Blackshear,RB,CAR,,,,2,,3,,,,2,2,,2,1,,,7,36,6,61,3,5.9,0
Tyler Goodson,RB,IND,1,,9,2,1,29,27,30,2,1,9,2,,1,,5,6,2,6,132,8,12.1,2
Trent Sherfield Sr.,WR,MIN,2,17,16,15,22,9,,4,3,10,12,16,11,2,10,12,7,7,6,179,10,16,1
Ben Skowronek,WR,PIT,,,6,,,,,,,,5,20,2,23,20,10,10,,5,101,10,13.8,0
Connor Heyward,TE,PIT,1,5,14,11,18,13,24,10,15,,9,20,14,5,11,6,6,21,5,207,12,18.3,1
Clayton Tune,QB,ARI,3,,6,,,,,3,,3,7,,,,,7,,,5,31,5,2.8,0
Isaiah Williams,WR,CIN,2,,,,,,,,5,3,,,,3,4,,3,4,5,27,3,2.7,0
John FitzPatrick,TE,GB,,,,,,,,,6,1,,3,14,,6,9,26,3,5,73,8,9.7,0
Rasheen Ali,RB,BAL,3,,,,,,,,,,,,,,,10,9,5,5,29,4,3.8,0
Sean Tucker,RB,TB,1,2,,1,6,,29,16,7,7,,,5,,11,8,,15,5,112,6,9.8,3
Tony Jones,RB,ARI,,,,,,,,,,,,,,,,,,,5,5,5,7.7,1
Xavier Smith,WR,LAR,1,,,,2,8,,5,4,1,,3,,2,,,3,,5,33,2,3.4,0
Ben Sinnott,TE,WAS,3,13,13,26,30,24,11,31,16,24,13,6,21,24,,42,5,8,4,311,18,26.7,1
Gerald Everett,TE,CHI,,34,25,30,20,22,18,,21,15,14,8,3,2,8,11,6,5,4,246,14,21.7,0
Kalif Raymond,WR,DET,2,37,31,5,6,,24,16,15,22,16,25,10,,,,,,4,211,17,27,3
Noah Gray,TE,KC,2,29,37,37,32,51,,47,52,59,39,42,44,44,42,41,36,28,4,664,39,57.8,5
Tanner Hudson,TE,CIN,,9,,,,,4,5,8,20,29,9,,12,14,5,,,4,119,10,10.5,1
Tay Martin,WR,TEN,2,,,,,,,,,,,,,,,,,,4,4,4,6.5,1
Xavier Gipson,WR,NYJ,1,30,6,15,14,2,13,1,6,10,24,27,,19,1,1,,9,4,182,10,17.1,1
Chig Okonkwo,TE,TEN,1,38,32,30,33,,33,42,47,56,29,42,51,36,46,44,52,51,3,665,39,60.8,2
Dan Chisena,WR,CAR,2,,,,,,,,,,,,1,2,6,,4,3,3,19,3,4.9,0
Drake Maye,QB,NE,1,,,16,,,66,60,20,69,64,76,69,71,,51,73,43,3,681,52,62.3,17
Desmond Ridder,QB,OAK,,,,,,,,,,26,,,13,,23,67,,,3,132,26,19.8,2
Feleipe Franks,TE,CAR,,4,,2,1,4,,1,,,1,,14,11,1,1,1,1,3,45,2,4.4,0
Josh Johnson,QB,BAL,,,,,3,,,3,,6,,,,,,10,,11,3,36,6,3.2,0
Cody Schrader,RB,LAR,3,,,,,,,,,,,,,,,,,,2,2,2,0.2,0
Joshua Kelley,RB,TEN,,,,,,,,,,,,,2,,,,,,2,4,1,0.6,0
James Proche II,WR,CLE,,,1,1,3,5,,,,,,,,,2,2,,,2,16,1,2.7,0
Keilan Robinson,RB,JAX,3,,,,,,,,,,,,,,2,,,1,2,5,0,1.2,0
Chris Blair,WR,ATL,8,,,,,,,,,,,,,,,,25,1,1,27,6,6.5,0
Collin Johnson,WR,CHI,,,1,2,,,,,,,,,,2,5,11,6,4,1,32,3,5.2,0
Chris Rodriguez Jr.,RB,WAS,4,,,,,,,,,20,5,,,23,,3,7,18,1,77,8,11.1,2
Dylan Laube,RB,OAK,1,,,,,,1,,,,,,,,,,,,1,2,0,0.2,0
Dareke Young,WR,SEA,1,7,,4,,,,1,4,6,,,,,,3,,1,1,27,1,2.5,0
Josh Allen,QB,BUF,1,62,41,56,51,60,69,55,69,66,73,73,,43,60,70,59,60,1,968,56,89,41
Jeremy McNichols,RB,WAS,3,,1,8,27,15,22,17,5,24,19,11,17,21,,22,19,22,1,251,14,21.6,4
Jake Tonges,TE,SF,3,1,1,16,5,,1,1,2,,2,,1,,3,,,,1,34,2,3.2,0
Kendall Milton,RB,CIN,5,,,,,,,,,5,,,,,,,,,1,6,3,2.6,0
Kendric Pryor,WR,CIN,7,,,,,,,,,18,,,,,,,,,1,19,9,9.5,0
Kimani Vidal,RB,LAC,3,,,,,,19,18,11,11,,,,12,32,35,21,9,1,169,16,15.8,1
Ross Dwelley,TE,ATL,,2,,3,1,,9,8,5,3,,26,,1,9,29,6,,1,103,6,9.2,0
Ramel Keyton,WR,OAK,2,,,,,,,,,27,,5,3,,,1,4,3,1,44,5,5.5,0
Raheem Mostert,RB,MIA,,31,,,,44,,23,30,14,8,10,21,25,,26,21,24,1,278,21,24.4,2
Trayveon Williams,RB,CIN,,,,,,,,,,7,1,,,,,,,1,1,10,0,0.9,0
Ameer Abdullah,RB,OAK,,,8,22,,31,19,13,17,30,,22,69,42,26,31,32,48,,410,25,36.5,5
Alex Bachman,WR,OAK,6,,,,1,1,27,36,6,,,,,,,,,,,71,11,18.2,0
A.J. Brown,WR,PHI,1,72,,,,,57,51,50,37,50,69,65,54,55,73,74,59,,766,58,66.2,7
Amari Cooper,WR,BUF,,72,63,60,55,51,47,19,38,,,37,,27,32,32,32,22,,587,41,52.4,4
Andy Dalton,QB,CAR,2,5,,74,70,51,66,40,,,,,,,,,,,,306,51,29.6,7
Anthony Firkser,TE,KC,5,1,,,,,6,,2,,,,,7,,9,8,,,33,4,7.3,0
Antonio Gibson,RB,NE,1,,,,,,,,,,,,,,,,,,,0,21,32.8,1
Anthony Gould,WR,IND,2,7,1,3,,,,,,,,,,,,4,,,,15,1,1.4,0
Alvin Kamara,RB,NO,1,34,37,48,61,47,52,40,40,61,43,44,,60,49,25,,,,641,45,58.9,8
Anthony Miller,WR,BAL,,,,,,,,,,,,,,,,,1,8,,9,4,4.6,0
Anthony Richardson,QB,IND,1,45,56,56,13,,,62,63,,,70,55,62,,76,62,,,620,56,57,14
Allen Robinson II,WR,DET,,,,1,,,9,,21,11,4,11,4,7,5,6,4,8,,91,7,9.1,0
Aaron Shampklin,RB,PIT,,,,,13,11,4,,,,,,,,,,,,,28,9,10.6,0
Austin Trammell,WR,JAX,6,,,,,,,,,33,,,,,,,,,,33,33,61.1,0
Avery Williams,RB,ATL,,,,,,,3,,,3,,,,,,,2,,,8,0,0.9,0
Brandon Aiyuk,WR,SF,1,43,61,57,50,59,62,25,,,,,,,,,,,,357,51,76.3,0
Brandon Allen,QB,SF,,1,,,,,,,,,,,49,,4,,,,,54,18,5,1
Braxton Berrios,WR,MIA,3,26,34,17,15,15,,5,,,,,,,,,,,,112,18,27,0
British Brooks,RB,HOU,5,,,3,6,,,,,,,,,,,,,,,9,1,2.6,0
Britain Covey,WR,PHI,,9,,7,,,,,,,,,3,8,,,,,,27,10,8.9,0
Baylor Cupp,TE,KC,,,,,,,,,,,,,,,6,,,,,6,6,8.7,0
Bryce Ford-Wheaton,WR,NYG,2,,1,,,,,1,,,,,,,,,,,,2,0,0.2,0
Brandon Johnson,WR,PIT,5,,,,,5,,10,4,,,,,,,,,,,19,6,9.9,0
Brevin Jordan,TE,HOU,2,40,27,,,,,,,,,,,,,,,,,67,33,47.5,0
Bub Means,WR,NO,1,6,6,,6,1,50,62,14,,,,,,,,,,,145,20,27.8,1
Brock Purdy,QB,SF,1,71,70,71,63,64,65,63,68,,64,63,,48,57,54,64,59,,944,62,87.5,25
Brenden Rice,WR,LAC,2,,,,,,,3,,,,,,,,,,,,3,1,0.7,0
Brady Russell,TE,SEA,3,4,6,3,3,2,1,,4,9,,,,,1,,,,,33,3,3.2,0
Brandon Smith,WR,NYJ,,,,,,,,,,,,,,,,1,,,,1,1,1.7,0
Brycen Tremayne,WR,WAS,,,,,,5,,,,,,,,,,,,16,,21,10,14,0
Blake Watson,RB,DEN,4,,,,,1,,,,,,,,,,,10,,,11,5,1.9,0
Chase Brown,RB,CIN,1,17,13,15,27,22,33,32,29,59,71,68,,50,59,64,55,73,,687,42,60.4,11
Chris Godwin,WR,TB,1,50,38,51,66,52,72,70,,,,,,,,,,,,399,57,87.1,5
Chuba Hubbard,RB,CAR,1,32,28,43,52,39,54,36,45,42,53,,55,55,69,52,57,,,712,47,77.4,11
Charlie Jones,WR,CIN,1,8,2,2,3,5,2,,4,,,,,,,,,,,26,3,2.3,1
Christian Kirk,WR,JAX,1,38,53,52,45,31,46,35,37,,,,,,,,,,,337,42,70.2,1
Cooper Kupp,WR,LAR,,78,27,,,,,,42,71,63,37,61,51,64,55,40,48,,637,53,58.4,6
CeeDee Lamb,WR,DAL,1,45,58,71,47,66,49,,55,64,50,66,62,51,58,51,33,,,826,55,80.1,6
Christian McCaffrey,RB,SF,1,,,,,,,,,,56,59,40,12,,,,,,167,41,56.4,0
Chris Moore,WR,ARI,4,1,9,3,6,8,,,,,,,,,,,,,,27,5,8.9,0
Chris Oladokun,QB,KC,2,,,,,,,,,,,,,,,,,,,0,5,14.7,0
Chris Olave,WR,NO,1,52,42,45,58,50,2,,58,8,,,,,,,,,,315,39,52.5,1
Cade Otton,TE,TB,1,55,48,52,73,53,62,80,68,54,57,,53,75,60,66,,,,856,61,75,4
Cooper Rush,QB,DAL,,1,3,,,,18,,,30,45,83,64,76,60,73,60,59,,572,47,48.8,12
Cody Thompson,WR,TB,,,,,,3,,,,,,,,,,,,,,3,3,5.7,0
Cedric Tillman,WR,CLE,1,26,26,22,9,20,21,69,62,76,,70,31,,,,,,,432,39,38.5,3
C.J. Uzomah,TE,PHI,,,,,,,,,,,,3,16,20,14,26,30,23,,132,18,27.7,0
Casey Washington,WR,ATL,5,,,,,,,7,,,,2,,,,,,,,9,1,0.8,0
Cody White,WR,SEA,,,,,,,,,,35,,4,17,6,,,,,,62,15,11,0
Colson Yankoff,TE,WAS,4,,,,,1,,5,,,,,,,,,,,,6,1,1,0
David Bell,WR,CLE,1,,9,,,,,,,,,,,,,,,,,9,9,12.5,0
Derek Carr,QB,NO,1,60,53,56,73,44,,,,78,51,56,,70,63,,,,,604,60,55.5,16
DeAndre Carter,WR,CHI,,,,,,,,,,,,,,,,,,,,0,10,15.5,0
Dalvin Cook,RB,DAL,,,,,,,,,17,7,,,,,,,,,,24,12,17.3,0
Dee Eskridge,WR,MIA,2,,,8,17,,,,4,2,,,,,4,,,2,,37,6,4.4,0
Darrynton Evans,RB,CHI,4,,,,,,,,,,,,,,4,,,,,4,0,1.3,0
Deonte Harty,WR,BAL,,4,1,,1,,,,,,,,,,,,,,,6,1,1.5,0
DeAndre Hopkins,WR,KC,1,17,29,25,21,,41,44,23,51,44,26,33,42,38,34,36,29,,533,33,47.6,5
Daniel Jones,QB,NYG,2,71,56,72,69,72,79,46,72,65,75,,,,,,,,,677,67,98.3,10
Dalton Kincaid,TE,BUF,1,52,19,34,37,38,55,40,41,52,18,,,,,34,20,31,,471,36,43.3,2
Dawson Knox,TE,BUF,2,36,24,33,27,33,42,31,41,43,52,61,,28,49,51,33,34,,618,38,56.8,1
Dante Miller,RB,NYG,4,,,,,1,,,,,,,,,,,,,,1,0,0.5,0
David Montgomery,RB,DET,2,30,30,35,21,,21,22,23,32,26,31,21,38,36,24,,,,390,27,34,13
Darnell Mooney,WR,ATL,1,53,,57,54,85,67,64,58,57,77,34,,76,70,53,60,62,,927,61,86.4,5
DJ Moore,WR,CHI,1,,,,,,,,,,,,,,,,,,,0,62,93.8,6
David Njoku,TE,CLE,1,28,,,,26,42,69,58,61,,63,57,79,65,,41,,,589,53,52.5,5
Dak Prescott,QB,DAL,1,62,67,80,56,76,51,,62,47,,,,,,,,,,501,62,81.7,12
Deebo Samuel Sr.,WR,SF,1,53,60,,48,52,53,4,42,,50,55,33,36,48,42,53,53,,682,45,63.2,4
DeVonta Smith,WR,PHI,1,76,,55,,,62,53,57,76,49,63,,,52,74,61,52,,730,61,69.2,8
D'Andre Swift,RB,CHI,1,,,,,,,,,,,,,,,,,,,0,44,66.1,6
Deven Thompkins,WR,CAR,,,,,,,,,,8,6,,8,6,11,5,7,,,51,7,9.2,0
DJ Turner,WR,OAK,,5,8,8,25,52,42,75,31,21,,28,48,15,,,,,,358,29,45.5,2
Deshaun Watson,QB,CLE,1,,,,,,,,,,,,,,,,,,,0,59,87,6
D.J. Williams,RB,TB,4,,,,,,,,,,,,,,,,,,,0,0,0,0
Erick All Jr.,TE,CIN,2,12,33,21,40,35,23,28,24,15,,,,,,,,,,231,25,41.9,0
Elijah Cooks,WR,JAX,6,,,,,,,,,3,,,,7,,,,,,10,5,8.1,0
Emari Demercado,RB,ARI,3,13,7,12,14,13,31,6,8,14,7,,9,22,8,,,,,164,12,20.2,1
Ezekiel Elliott,RB,DAL,,32,28,15,10,23,28,,28,,13,26,13,9,6,14,3,10,,258,17,23.6,3
Evan Engram,TE,JAX,1,36,,,,,38,34,47,43,37,36,,50,42,,,,,363,40,48.1,1
Erik Ezukanma,WR,MIA,2,,,11,,,,,,,,,,,,,7,,,18,9,7,0
Evan Hull,RB,IND,4,,,,,,,1,,,,,,,,,,,,1,1,0.7,0
Eric Saubert,TE,SF,,,,,,,,,,,,,,,,,,,,0,22,34.9,1
Equanimeous St. Brown,WR,NO,,,,,,,,1,34,,,,,,,,,,,35,17,24.5,0
Eric Tomlinson,TE,LAC,,7,15,4,7,,28,22,25,16,,,,,,9,,,,133,14,24.3,0
Gary Brightwell,RB,CLE,4,,,,,,,,,,,,,,,,,,,0,0,0,0
Gabe Davis,WR,JAX,1,50,57,54,46,45,43,42,9,,38,26,,,,,,,,410,41,65.5,2
Grant DuBose,WR,MIA,,13,26,,,,,,,,,,,,,11,,,,50,16,23.3,0
Gus Edwards,RB,LAC,,24,33,16,14,,,,,,15,11,16,24,26,14,30,,,223,20,27.9,4
George Holani,RB,SEA,4,,,,,,,,,,,,,,2,3,,,,5,1,1.7,0
Gardner Minshew II,QB,OAK,,60,63,51,59,44,,65,58,35,,65,64,,,,,,,564,56,78.4,9
Geoff Swaim,TE,CLE,,,,11,24,21,19,21,21,12,,10,,,,,,,,139,17,22.9,0
Hunter Henry,TE,NE,1,54,57,33,50,56,47,52,57,60,57,67,57,56,,41,61,30,,835,52,76.4,2
Hendon Hooker,QB,DET,2,,,,,,11,,6,,,16,,,,,,,,33,11,2.9,0
Irvin Charles,WR,NYJ,5,,,,,1,1,1,2,,5,,,,,,,,,10,0,1.2,0
Isaac Guerendo,RB,SF,1,,,,,,,,,,,,,,,,,,,0,14,21,4
Isaiah Hodgins,WR,NYG,5,,,,,25,15,,,,23,,,,,,,,,63,21,27.9,0
Isiah Pacheco,RB,KC,1,,,,,,,,,,,,,,,,,,,0,31,43.3,1
Ihmir Smith-Marsette,WR,NYG,1,,,,,,,1,,1,,,,1,,3,1,,,7,0,0.7,1
Ian Thomas,TE,CAR,,,,,,,22,21,17,21,13,,,,,,,,,94,18,33.2,0
Jacoby Brissett,QB,NE,2,65,68,36,64,60,,,47,,,,,1,,,,10,,351,43,32.1,2
Jonathon Brooks,RB,CAR,2,,,,,,,,,,,,5,15,3,,,,,23,7,8.7,0
Jake Browning,QB,CIN,2,,,,,,,,3,1,,,,,,,1,,,5,1,0.4,0
Jermaine Burton,WR,CIN,2,4,10,3,4,1,,3,24,,39,18,,2,9,3,6,5,,131,9,11.5,0
Joshua Cephus,WR,JAX,5,,,,,,,,,,,,,,6,,,,,6,6,10.2,0
James Conner,RB,ARI,1,41,41,44,34,46,16,48,53,28,32,,40,48,55,50,31,12,,619,38,60,9
Jalen Cropper,WR,DAL,10,,,,,,,,,,12,,,,,,,,,12,12,20,0
Jaelon Darden,WR,SEA,,,,,,,7,11,4,,,,,,,,,,,22,1,2.5,0
Jeff Driskel,QB,WAS,,,1,,,,,,,,,,,,,,,,,1,0,0.1,0
Justin Fields,QB,PIT,1,68,66,68,70,56,67,,,,,3,7,2,,1,,,,408,40,36.1,10
Jerome Ford,RB,CLE,1,57,32,53,46,36,4,,,36,,41,20,57,40,36,53,15,,526,37,46.9,3
Jody Fortson,TE,KC,,,,,,,,,,,,,,,,,,,,0,13,17.7,0
Jake Haener,QB,NO,3,6,6,,,9,,5,28,,,2,,,5,21,,,,82,10,7.5,1
JaMycal Hasty,RB,NE,,,3,9,10,3,21,20,,10,12,5,11,1,,2,,,,107,7,9.8,1
Justice Hill,RB,BAL,1,43,35,26,20,41,26,27,34,19,22,30,26,36,,22,7,,,414,27,37.3,4
Jalen Hurts,QB,PHI,1,76,,72,57,,62,54,61,79,54,71,71,56,58,80,12,,,863,62,80.7,32
Jha'Quan Jackson,WR,TEN,1,,1,,,,1,1,4,23,11,1,2,2,,,,,,46,3,4.2,0
Jermaine Jackson,WR,NO,,,,,,,,,,3,1,,,,,,,,,4,1,1.5,0
Jermar Jefferson,RB,DET,,,,,,,,,,,,,,,,,5,7,,12,6,8.8,0
Jaylen Johnson,WR,LAC,,,,,,,,,1,,,,,,,,,,,1,1,1.5,0
